iata,a_m2,a_mA,a_mD,a_s2,a_sA,a_sD,a_d2,a_dA,a_dD,a_i2,a_iA,a_iD,p_m2,p_mA,p_mD,p_s2,p_sA,p_sD,p_d2,p_dA,p_dD,p_i2,p_iA,p_iD,ndays
TPA,182916.9999999994,91458.99999999958,91457.99999999958,31180492.99999978,15590258.000000043,15590235.00000006,28536812.000000045,14268370.000000047,14268442.000000088,2643681.000000022,1321888.0000000016,1321793.000000008,51.51011904761905,28.237493398663876,34.75570416511593,8867.508928571428,4617.667080314739,5974.3025381072985,7865.153804359255,4475.935119047619,5894.672908477669,1410.0956221556226,1306.7306049506046,1204.8071606171611,365
NKG,219424.00000000003,109680.00000000015,109744.00000000009,37073688.99999999,18529200.000000007,18544489.000000075,33694737.000000045,16842923.999999985,16851813.00000009,3378952.0000000065,1686275.9999999972,1692675.9999999907,52.095433732933735,28.59100899100899,31.451573426573425,8920.448076923078,4819.012004662003,5170.894114219114,8764.956013431014,4811.40901875902,4879.9,1799.1394716394711,1413.1666666666665,1271.6428571428573,365
SLC,245633.0,122827.00000000074,122806.00000000097,33244573.999999773,16622785.999999948,16621788.000000056,31587851.99999971,15794699.999999963,15793152.000000048,1656721.999999999,828086.0000000016,828636.0000000058,74.67440476190477,50.03141565892511,59.1745157873339,10280.476785714287,6153.960145736615,7926.692261904763,10118.991071428572,5752.7460698701725,7765.206547619048,1086.5758241758235,1086.5758241758235,834.9030303030304,365
AUS,182720.9999999998,91363.99999999993,91357.00000000047,28128268.999999765,14064442.999999994,14063825.999999883,26789193.99999995,13393751.000000013,13395442.999999925,1339075.000000008,670691.9999999979,668383.0000000022,57.19349482217129,31.789395179983412,32.42512921718804,8692.3625,5084.549999999999,4798.082592799358,8507.621349924586,4620.60618172677,4638.376710446417,1050.5555555555557,841.778743961353,619.5042735042744,365
BNE,189328.0000000004,94565.00000000007,94762.99999999907,30330812.999999765,15138023.999999851,15192788.999999959,21456493.000000186,10703604.999999944,10752888.000000043,8874320.000000117,4434418.9999999795,4439900.999999933,57.631517144205546,28.246920660397272,34.82110785010841,8117.777576445713,4643.236454134101,4635.117844740726,6315.683784806893,3219.3754995794843,4500.29602750191,3510.621868275094,2153.4680699860974,2225.352637505863,365
CSX,203740.00000000105,101875.99999999993,101864.00000000022,35129601.000000045,17565145.999999978,17564455.000000007,33820428.000000075,16911055.0,16909373.000000022,1309173.0000000005,654091.0000000009,655081.999999999,47.63503441003441,28.44206904206904,30.411507936507935,7971.999372849374,5027.032989232989,5462.750396825397,7874.207794982794,5027.032989232989,5462.750396825397,1206.833333333334,901.5,901.5000000000005,365
MXP,190998.00000000035,95488.00000000004,95509.99999999905,37843666.00000028,18920853.999999948,18922812.00000021,5266088.000000012,2633265.999999998,2632822.00000001,32577577.99999985,16287587.999999974,16289990.00000003,53.07437193298536,30.568439983365792,28.31878992291706,10442.332628296837,6023.147812128836,5624.808983394847,2435.4,1415.3304347826088,1394.6113998974529,9806.234337698545,5538.484319017322,5624.808983394847,365
FUK,189981.00000000006,95041.00000000012,94940.00000000109,34355356.00000011,17223053.99999996,17132302.000000045,23784083.99999996,11938675.000000024,11845409.000000099,10571272.000000011,5284379.000000005,5286893.000000001,43.264557664557664,22.28209706959707,24.72101370851371,8857.787812187813,4627.425893550894,4802.116017316018,6229.4014818514825,4019.0461538461536,3927.466666666667,3594.3748251748248,2064.0110042735046,2421.5766233766235,365
IAD,257202.00000000035,128431.00000000068,128770.99999999921,34640426.00000015,17249552.0,17390873.999999918,21315236.00000006,10656134.000000104,10659101.999999998,13325189.999999883,6593418.0000000615,6731772.0000000205,109.65688154982271,77.07486290655996,100.2188993453263,14734.191512017394,9135.967901160264,13079.598362030127,9264.776562848916,7260.998167249292,8317.677564026937,6135.048770319294,5497.519428833596,5128.589176183294,365
SHE,161855.99999999997,80927.99999999967,80928.00000000026,28324257.00000003,14167868.000000007,14156388.999999987,26908328.99999995,13458055.999999957,13450272.999999965,1415927.9999999858,709812.0000000034,706116.0000000008,36.19843767343767,22.702380952380953,24.77857142857143,6419.306360306361,3894.535714285714,4492.326551226552,6419.306360306361,3711.028846153846,4175.414285714286,1083.0396825396829,785.2160256410261,1083.0396825396829,365
TAO,188334.99999999936,94167.00000000012,94168.00000000022,32585715.000000034,16305113.999999976,16280600.999999955,28288500.999999996,14144141.00000001,14144359.999999983,4297214.000000013,2160973.0000000023,2136241.000000011,41.16868548118548,24.61525974025974,30.121317571317572,7516.733810633811,4287.112842712842,5198.54005994006,6516.78140886891,4136.786635586635,5198.54005994006,2217.433333333333,936.2976495726498,1555.5666666666666,365
URC,190640.00000000047,95337.00000000042,95303.00000000023,34365343.999999955,17158324.000000026,17207019.999999993,32952216.99999988,16449273.000000004,16502944.000000007,1413126.9999999984,709051.0000000005,704075.9999999992,42.008680208680204,37.4250777000777,33.03325563325563,8924.311066711067,7268.713783438784,6480.853538128538,8779.49201909202,7268.713783438784,6365.61673881674,1120.0404761904765,979.8452380952381,1014.7664835164833,365
ARN,183380.0000000008,91686.0000000003,91693.99999999968,29619000.000000034,14809752.999999987,14809246.9999999,5807821.000000005,2902945.0000000047,2904876.0000000116,23811179.00000006,11906808.000000022,11904370.999999857,60.28248744719332,29.720478867537686,37.375304352510234,8829.146503170034,4523.196589358354,5358.082522624434,3617.2161764705884,1941.5132220720457,2417.5286764705884,7392.987894719659,4189.018008179235,4189.98314150515,365
STN,177633.0000000003,88807.99999999933,88824.99999999955,34155708.99999996,17076201.000000015,17079508.00000007,1809960.0000000063,904979.9999999985,904980.0000000003,32345748.999999862,16171220.999999946,16174527.99999999,44.125,24.59846153846154,29.034188034188034,8365.625,4751.555384615384,5572.461538461538,1796.5714285714284,805.2857142857142,991.2857142857143,7867.559523809524,4627.724633431086,5572.461538461538,365
HRB,161538.9999999999,80757.00000000017,80782.00000000016,28042966.0,14022636.000000063,14020330.00000007,27282461.999999963,13643130.000000058,13639332.000000067,760504.0000000005,379506.000000001,380997.99999999936,37.23412698412699,25.945238095238096,27.78055555555556,7107.114285714286,4712.5055555555555,4916.494083694084,6932.130952380952,4559.5055555555555,4765.311507936508,808.4999999999995,476.5084915084917,619.4999999999995,365
CGH,188590.00000000026,94299.99999999983,94289.9999999999,30781133.999999862,15389118.000000006,15392016.000000022,30781133.999999862,15389118.000000006,15392016.000000022,0.0,0.0,0.0,41.18239388062918,22.666863202157323,24.279465632406808,6886.256144149968,3760.9058766535213,4132.536275489217,6886.256144149968,3760.9058766535213,4132.536275489217,0.0,0.0,0.0,365
DCA,302515.9999999985,151260.9999999995,151255.00000000244,32758293.00000018,16379433.00000001,16378860.00000002,31990943.00000026,15995834.00000008,15995109.000000006,767350.000000005,383599.0000000048,383751.00000000675,67.20888766234599,42.992261904761904,48.22572797420169,8178.2083814894395,4867.7679045137875,5325.188337479513,8101.726440491369,4796.694291468249,5199.596574802848,499.64395604395577,366.2666666666664,404.7106227106224,365
AKL,141501.0000000031,70792.99999999929,70707.99999999933,22650865.000000153,11328866.99999995,11321998.000000086,10247209.999999935,5124924.999999985,5122285.000000004,12403655.000000045,6203941.999999952,6199713.000000055,35.382967347532976,23.572121489621487,22.744870913400323,6107.286707965344,3835.393095238095,3359.2072239422087,2810.0361027861027,1758.652286439051,1662.835294117647,3575.1801214317347,2371.486950519879,2462.3016330917662,365
GDL,118457.00000000045,59248.99999999947,59207.999999999774,22750320.00000014,11379095.000000028,11371225.000000052,15425747.99999997,7716910.999999986,7708837.0000000065,7324572.000000076,3662183.999999968,3662387.999999978,35.14120875387923,18.90001387762863,29.371006771006773,6869.77541498503,3696.3313361862756,5421.201187701186,5135.762992014762,2824.6061382734915,4261.57821955822,2838.049692018508,2221.042778136896,1759.7944574007392,365
HKT,101143.9999999999,50496.00000000006,50648.00000000012,19924359.99999997,9954177.00000003,9970183.000000069,7989654.000000017,3978937.9999999944,4010716.0000000135,11934706.000000004,5975239.000000015,5959466.9999999935,25.511111111111113,13.642857142857142,15.323015873015875,5468.714285714286,3153.7944444444443,3494.847619047619,2361.3682664557664,1466.0285714285712,1389.25,4401.925,2449.628571428572,2561.13633033633,365
DLC,142228.99999999852,71104.99999999997,71123.99999999996,23941963.999999955,11974862.000000054,11967101.999999976,22174023.99999994,11086473.000000047,11087550.999999933,1767939.9999999935,888389.0000000027,879551.0000000023,35.881424131424126,23.044065656565657,27.2708152958153,6077.408705183705,4054.1200036075033,4703.983114108115,5644.296117771118,3716.2200036075037,4515.983114108115,1101.7841769341767,581.4492063492062,838.1999999999989,365
RDU,142033.00000000047,71013.99999999859,71018.99999999974,20174290.999999814,10086669.999999952,10087620.999999959,19010426.999999885,9504497.999999952,9505928.99999995,1163864.0000000016,582172.0000000048,581692.000000007,41.989929514929514,22.64986477574713,27.51401043863104,6864.577573472279,3575.379182484182,4040.567966020907,6317.758614653321,3443.2357075277664,4040.567966020907,958.638056680162,716.9999999999998,817.0608504398824,365
YUL,174944.00000000026,87478.00000000009,87465.99999999987,27482962.999999993,13745960.999999868,13737002.000000063,8955410.0000001,4479215.999999994,4476194.0000000065,18527553.00000004,9266745.000000017,9260808.000000091,55.719328645211,32.941284336578455,37.632890899949714,9030.165492677259,6276.381214246822,6512.551638557523,3904.370294019706,2146.637226890756,2593.799473728885,6575.641674370327,5640.911578619292,4544.613965250437,365
KWE,160068.99999999956,80034.99999999978,80033.99999999988,26649886.0000001,13331510.000000002,13318375.999999976,26243844.000000108,13126988.999999998,13116854.99999999,406041.99999999965,204521.0,201520.99999999983,39.27684815184816,23.81726606726607,26.194153069153067,6859.442002442002,4023.5043470418473,4428.887015762016,6859.442002442002,4023.5043470418473,4428.887015762016,616.7499999999999,603.7857142857144,357.00000000000006,365
TNA,143755.00000000026,71882.0000000001,71873.00000000054,24930971.000000034,12467319.00000003,12463652.00000004,23914931.000000063,11957553.000000015,11957378.000000037,1016040.0000000062,509765.99999999907,506273.9999999998,34.720390720390725,24.099206349206348,23.996031746031743,6041.431862581862,4201.431746031746,4183.549206349206,5871.431862581862,4012.431746031746,3854.5492063492056,738.6666666666666,381.19047619047626,440.58974358974365,365
AEP,137497.00000000087,68593.99999999991,68902.99999999942,21770158.000000022,10858558.999999939,10911598.99999994,15181240.000000132,7561619.0000000065,7619620.999999991,6588917.999999938,3296939.999999976,3291978.000000016,30.719388349321175,18.643965919701213,16.810001378549767,4976.583333333334,2980.8740645555163,2685.39824064824,3875.458333333333,2489.66163003663,2253.773698523699,1566.0146277571905,918.2677061500594,969.7206099687332,365
CGQ,118098.00000000064,59054.00000000006,59043.99999999966,20521496.999999937,10262781.999999978,10258715.000000006,20143843.000000004,10073954.999999993,10069888.00000001,377654.00000000076,188826.99999999962,188826.9999999994,34.73142135642135,20.498421023421024,20.64377705627706,6256.42619047619,3590.3663752913753,3697.016666666668,6256.42619047619,3587.759912309913,3697.016666666668,561.238095238095,561.2380952380947,561.238095238095,365
GVA,134893.0000000005,67455.99999999977,67436.99999999991,23298567.999999877,11649228.000000052,11649339.999999981,874454.999999998,437604.0000000015,436850.999999999,22424112.999999937,11211623.999999974,11212488.999999998,37.871399275156456,21.89500130588366,20.590185905176416,6295.46722053045,3826.290076622724,3436.4166666666665,741.9370751797223,336.0,547.0,6166.045805532607,3826.290076622724,3320.1765741572995,365
KWI,113249.99999999962,56614.99999999946,56635.00000000023,21755862.999999873,10875535.00000008,10880328.000000097,0.0,0.0,0.0,21755862.999999873,10875535.00000008,10880328.000000097,27.74046848679364,15.389570079043763,17.929849185342317,5022.355676247138,3082.8651960784314,3243.567887506623,0.0,0.0,0.0,5022.355676247138,3082.8651960784314,3243.567887506623,365
MDW,154342.99999999857,77174.0000000008,77169.00000000003,24861441.000000264,12431077.999999963,12430362.99999996,23951304.000000246,11976593.999999972,11974709.99999998,910137.0000000006,454483.99999999977,455652.9999999998,51.70586997969351,32.82905982905983,32.40942348817112,8441.702183600712,5577.593162393162,5085.852852311088,8317.202183600712,5391.593162393162,5085.852852311088,679.9904761904763,575.1899877899878,623.9999999999998,365
YYC,154952.00000000023,77471.99999999964,77480.0,22724330.999999873,11361652.99999999,11362678.000000041,15480981.00000016,7740346.000000077,7740634.999999973,7243350.000000048,3621307.0000000237,3622042.9999999623,42.484356012077036,24.7466879525703,29.301750607002422,6274.140740697212,3883.399898794016,4023.810208658783,4748.447911911261,2908.969245133951,3023.3759855365647,3132.218444953738,1839.295895256536,1913.883500323206,365
ALC,119869.00000000044,59979.00000000005,59890.000000000335,22200935.99999995,11108356.000000028,11092579.999999924,2923713.999999993,1461753.0000000033,1461961.0000000026,19277221.999999773,9646603.000000065,9630618.99999996,36.88077554637201,20.017711700064638,21.145167740755973,7064.66476530006,3825.665862242333,3988.3104542516303,1362.910827995534,924.2,1019.2967032967034,6695.66476530006,3465.665862242333,3988.3104542516303,365
CCU,139284.00000000081,69586.00000000029,69697.99999999955,25096051.999999966,12539496.000000032,12556555.999999918,22134707.000000045,11047211.000000013,11087495.999999978,2961344.999999994,1492284.9999999944,1469059.9999999998,33.953968253968256,19.81111111111111,18.27179487179487,5829.638507326008,3468.120879120879,3321.9794164169166,5406.005194805195,3244.5796703296705,3022.5111111111114,1353.9999999999998,951.1794871794873,907.5857142857141,365
OTP,113265.99999999926,56630.99999999988,56634.999999999425,19814242.000000034,9906885.0,9907356.99999995,1682558.9999999925,841223.0000000022,841336.0000000021,18131683.00000001,9065662.000000024,9066020.99999992,29.176987301634824,18.06845238095238,22.1185907462943,5373.904647240426,3440.9384651296414,4576.094585751428,1354.0475000000001,984.7975,1108.9295704295705,5233.904647240426,3440.9384651296414,4236.094585751428,365
SYX,139272.9999999999,69647.00000000025,69626.00000000013,26566115.999999993,13283885.999999974,13282229.999999968,25548740.000000056,12774671.999999948,12774067.999999965,1017376.0000000012,509213.99999999837,508162.0000000003,30.18095238095238,18.46042846042846,20.92142857142857,6881.019047619047,4067.2547619047614,5097.533333333333,6881.019047619047,4067.2547619047614,5097.533333333333,1450.9166666666665,1303.75,855.3333333333334,365
OKA,134236.99999999983,66934.0000000002,67303.00000000013,27864699.99999988,13923202.999999959,13941497.0,23146361.999999996,11565474.0,11580887.999999993,4718337.999999981,2357728.9999999925,2360609.0000000065,47.07290487290487,29.01649461649462,24.828275890775892,10672.205883005883,6679.554600954601,5728.590698190699,9079.903296703296,5451.252014652014,4746.759928959929,2095.5446997446998,1490.3019536019542,1671.4358974358975,365
PTY,148710.99999999884,74164.0,74546.99999999984,24591712.999999724,12235922.999999998,12355789.999999944,278404.0000000016,139201.99999999997,139201.99999999985,24313308.999999706,12096720.99999999,12216588.000000017,42.553917977447384,32.49145377554228,35.75947320653203,7005.091352830176,5304.909446824677,5843.663109178403,313.38569841638895,313.38569841638895,209.74256854256853,7005.091352830176,5113.498303129662,5843.663109178403,365
TSN,141993.99999999936,70990.0000000003,71004.00000000025,23327256.00000002,11659551.000000097,11667705.00000009,22168404.000000067,11080222.000000041,11088182.00000005,1158852.000000003,579328.9999999991,579523.0000000005,36.478571428571435,20.981547619047618,29.509523809523806,5827.392714230215,3705.145365745366,4833.638095238095,5641.392714230215,3543.1229659229657,4833.638095238095,1000.115151515151,501.39393939393926,656.8333333333335,365
ADD,143748.99999999916,72489.0000000002,71259.9999999996,26045720.00000002,13229628.000000043,12816091.99999984,4530528.999999995,2265055.9999999814,2265473.0000000075,21515191.00000017,10964572.000000086,10550619.00000004,47.65448845272374,28.589724716931624,31.009805194805192,7721.864733734031,7071.371155688219,6040.581437908496,3095.3485947712416,1764.1965509190366,1624.8138888888889,7086.2731285659975,6862.0444205953545,5752.65725490196,365
HNL,156375.99999999892,78187.00000000067,78188.99999999974,26312837.99999994,13155713.000000032,13157124.999999994,21446589.999999948,10722164.00000002,10724425.999999981,4866247.99999995,2433548.9999999763,2432698.9999999786,47.837270860227974,26.49842536850622,26.5081216573152,9658.02105084458,5117.316314796315,5615.224837289353,8021.633477633477,4832.622371954544,3919.4330484330485,3619.2304417804417,3619.2304417804417,2244.3500961381283,365
GIG,111366.00000000004,55695.00000000019,55670.99999999979,21045215.000000007,10525425.000000102,10519789.999999946,13954479.99999993,6979121.00000005,6975358.999999981,7090735.000000007,3546304.0000000093,3544431.000000078,36.21146105528458,22.208888627712156,20.27300206341908,6924.006238663297,4514.651617141029,3784.575006528057,5396.103558990029,3093.1997128361836,3030.4223250605605,2610.840719240976,2152.384700530336,1906.2975981200548,365
HEL,147929.9999999987,73966.00000000063,73963.99999999983,22742456.99999998,11370428.00000008,11372029.000000026,2939751.0000000144,1469880.9999999872,1469870.000000003,19802705.999999907,9900547.000000058,9902159.00000003,54.03994893994894,39.04318645039811,40.828429772657984,8850.35611316788,6329.389775163938,6538.75326223732,1481.4892035688745,1093.9892857142856,1103.4463665432,7882.224097471158,5759.909916471081,6255.7131632866,365
LTN,102045.99999999903,51020.99999999986,51025.00000000035,20260467.000000045,10129892.999999978,10130573.999999937,1556237.9999999953,777894.0000000005,778344.0000000002,18704229.00000005,9351998.999999966,9352229.999999987,29.586046572375647,18.435830781419014,22.125260980849216,6095.0244542060955,3520.365479836068,4379.794831443066,1177.6366300366303,661.5,664.5,5613.745129273857,3170.865479836068,4357.78635952283,365
PDX,162566.99999999942,81281.00000000007,81285.99999999917,22126471.00000021,11063252.999999933,11063218.000000065,21172977.000000216,10586277.999999965,10586699.00000007,953494.0000000023,476975.0000000006,476519.00000000413,51.685096618552684,43.43632389552856,45.983688281378676,7471.488949351302,6522.508802292479,6777.486526353538,7394.634765256262,6031.0364493513025,6576.58407732991,798.8180602006678,798.8180602006678,572.7596153846155,365
PRG,110446.99999999945,55214.00000000019,55232.99999999969,19669149.000000067,9833966.000000045,9835182.999999957,0.0,0.0,0.0,19669149.000000067,9833966.000000045,9835182.999999957,36.60491679591155,20.425876595930525,19.0436072641955,6469.023567727647,3506.0351805584255,3483.486374736375,0.0,0.0,0.0,6469.023567727647,3506.0351805584255,3483.486374736375,365
TLV,120764.00000000114,60398.99999999969,60364.99999999991,23387463.999999862,11698919.999999981,11688544.000000061,342026.0000000021,171222.99999999988,170802.99999999983,23045437.99999981,11527696.999999937,11517741.000000067,37.63726890861616,20.022488622488623,23.33918590370203,7275.401776380904,3940.491723962313,4286.174881570043,435.5,273.46153846153845,273.46153846153845,7275.401776380904,3940.491723962313,4286.174881570043,365
WAW,169962.00000000006,84976.99999999994,84984.99999999983,25538889.99999997,12769401.999999981,12769487.999999983,2343095.99999999,1171562.0000000033,1171534.000000006,23195794.000000037,11597840.000000015,11597954.000000024,42.07510605565634,29.5184667290864,28.82746528262738,7325.912746239772,4010.201197825907,3818.6940528099353,1289.908299217123,885.69632508874,1005.0639804639804,7192.326665653691,3861.0265946513036,3552.413476191877,365
BSB,112987.99999999904,56425.00000000025,56563.0,19817424.00000012,9900650.999999998,9916773.000000002,18788452.00000006,9386956.999999993,9401495.000000011,1028971.9999999999,513693.9999999997,515278.0000000001,47.083393452952265,43.36455501982273,31.967076107096524,8592.528218158652,8049.72461979623,5987.131987045351,8196.30599593643,7653.502397574008,5592.708910122273,1014.027763413058,1014.027763413058,841.929148657538,365
CJU,143000.9999999996,71530.00000000022,71471.00000000036,27618447.999999855,13811761.000000088,13806686.999999965,24297480.999999944,12151437.000000022,12146043.999999998,3320967.0000000205,1660323.999999993,1660642.99999999,34.22952602952603,19.714374514374512,19.206596181596176,7077.136463536464,3988.0152292152297,4081.005357142857,6706.82735042735,3856.184523809524,3913.274358974359,2449.3,1011.3333333333334,1892.3,365
DAL,148073.99999999956,74071.99999999981,74001.99999999983,22986609.999999955,11494080.999999985,11492528.99999996,22980849.999999955,11490570.999999985,11490278.999999959,5760.000000000004,3510.0000000000055,2250.0,47.99733531127393,27.422919223430732,26.234351432880842,7545.314741429831,4312.5422026112565,4018.648379753239,7545.314741429831,4312.5422026112565,4018.648379753239,35.833333333333485,35.833333333333485,34.23529411764707,365
STL,145361.99999999942,72678.99999999965,72682.99999999985,20466013.99999989,10232707.99999997,10233305.999999974,19834391.999999896,9917231.999999946,9917160.000000006,631622.0000000027,315475.9999999985,316146.00000000023,49.211051693404634,29.00794186205951,26.192847675200614,6880.509260935143,4369.148041500983,4178.834370204958,6880.509260935143,4369.148041500983,4019.0010368716253,650.7407407407406,535.4369952628019,388.3333333333335,365
UPG,125588.99999999996,62784.9999999999,62804.00000000013,22398246.999999776,11203801.000000076,11194446.000000104,22075874.99999979,11041961.000000067,11033914.000000112,322372.0000000001,161840.00000000044,160532.0000000005,39.60361305361306,27.825946275946276,21.227039627039627,7363.117832167832,5145.54181929182,3794.1519813519812,7363.117832167832,5145.54181929182,3794.1519813519812,838.6666666666667,545.0,726.6666666666667,365
GMP,108627.99999999985,54281.999999999985,54346.000000000335,22054036.999999993,11024182.000000075,11029855.000000004,17075434.999999955,8534913.000000061,8540522.000000061,4978602.000000018,2489269.0000000075,2489332.999999984,27.35247252747253,19.141755466755466,15.816232378732378,6203.291071428572,4225.7389277389275,3270.2664835164833,4690.666666666667,3131.7484515484516,3270.2664835164833,1593.6009615384614,1510.1666666666667,1538.2500000000002,365
DUS,146138.9999999998,73114.99999999981,73024.00000000026,25651516.99999996,12834048.00000005,12817469.000000158,2601264.0000000033,1299277.9999999965,1301985.9999999946,23050252.999999765,11534769.999999957,11515483.000000032,42.309367756426575,34.304165768871655,35.687145534204355,7521.230409273392,6255.058385455125,6114.431685961097,1863.2707292707294,1244.25,1235.1081807081807,6615.497616449517,5973.71313131313,5367.1546613482105,365
JNB,189761.99999999904,94806.99999999994,94955.00000000045,25791614.99999992,12894169.000000013,12897445.999999978,13290219.999999939,6635562.999999995,6654657.000000008,12501395.0000001,6258606.000000004,6242789.000000041,57.942673963907666,40.476383160865076,35.92058056322763,7684.629221381079,4596.93261772194,3949.077115583344,3765.3628517957004,2429.8558698805246,2366.0518921228154,4599.741530522908,2493.1218931395397,2509.6014309012826,365
BUD,113827.00000000017,56921.00000000018,56906.00000000011,22113161.000000127,11057190.999999939,11055970.000000024,0.0,0.0,0.0,22113161.000000127,11057190.999999939,11055970.000000024,32.056649363708196,20.766801713933923,25.519231414464887,6523.726565754507,4336.961474017235,5324.530040657352,0.0,0.0,0.0,6523.726565754507,4336.961474017235,5324.530040657352,365
LHW,126181.99999999987,63097.00000000005,63085.0000000002,21345061.99999998,10680884.999999953,10664177.00000003,21265614.999999974,10640993.999999953,10624621.000000034,79447.00000000001,39891.000000000044,39556.000000000015,33.912443112443114,20.843650793650795,20.880952380952383,6058.34845848596,3591.428488178488,3651.642857142857,6058.34845848596,3591.428488178488,3651.642857142857,339.0,278.9999999999999,224.125,365
ESB,87981.00000000065,43978.99999999975,44002.00000000003,16327885.999999933,8162744.999999971,8165140.999999973,11960721.999999866,5979835.000000051,5980887.000000013,4367163.9999999935,2182910.0000000005,2184254.000000018,27.834168309757,19.384576280021438,17.416882790412203,5153.033498634488,3604.7409436155517,3249.6799705196768,4554.344092525122,3084.3160519219346,2812.1791666666663,2602.5796311531612,2260.5796311531612,1678.6158103545201,365
MTY,116389.9999999999,57904.9999999999,58485.000000000495,19612165.999999925,9730742.999999955,9881423.00000003,16101221.000000086,8052741.000000031,8048480.000000003,3510945.0000000047,1678002.00000001,1832942.999999985,27.442824936501403,17.54205429352195,25.62781485389974,5032.469886326489,3382.046467233313,4450.4832989233,4611.962359444769,3165.661313171688,3966.643927541626,1653.2062957072449,1079.6732040887637,1245.6057667284483,365
DMM,93297.99999999988,46499.000000000124,46798.99999999993,16922361.999999892,8418399.000000106,8503963.000000067,8135191.00000003,4065585.9999999874,4069605.000000008,8787171.000000002,4352812.999999978,4434357.999999987,22.760022196908594,13.654170371058418,12.603907359434956,4345.585870632634,2617.9198079959074,2540.9694713888266,2040.883173036114,1257.8482120186186,1358.8226665807313,2757.955288400239,1700.7430582489408,1756.539285714286,365
MDE,99708.00000000087,49863.99999999986,49844.00000000047,17886886.000000127,8945016.000000019,8941870.00000005,12546182.999999996,6273722.000000063,6272460.9999999935,5340703.000000012,2671294.000000002,2669408.999999955,25.68839134721488,15.573421560518335,15.188525658402318,4648.899453487689,2865.4949960000367,2703.6086331968686,4157.460792378499,2542.1522062789945,2242.842869654065,2006.1291425420459,1185.3823751173163,1071.1538196149204,365
BHX,83924.00000000035,41958.00000000001,41965.999999999935,15023552.000000095,7510701.999999941,7512849.999999915,1525545.9999999942,762709.9999999952,762835.9999999965,13498006.000000058,6747991.999999965,6750013.999999923,25.60105580693816,14.867132867132867,18.569932926550575,5041.146304675716,3011.740481178683,3307.9586841499886,1457.6908891761832,776.6311743811744,681.0597147950089,4548.01680672269,3011.740481178683,3079.9586841499886,365
KRK,83130.00000000054,41568.00000000015,41561.999999999876,15042982.000000058,7522058.000000061,7520923.999999983,635028.0000000006,317542.0000000003,317486.0000000006,14407953.999999974,7204515.99999999,7203438.000000049,26.006305522434552,14.34575369075369,14.090571887205826,4745.080157297899,2737.6508543538516,2683.5107226107225,544.3119658119658,355.3119658119658,379.3269230769231,4677.324589389105,2637.4160463192725,2683.5107226107225,365
LED,113087.99999999971,56589.99999999978,56497.99999999992,16684576.999999972,8350283.999999985,8334292.99999996,11770559.000000004,5893483.000000041,5877075.999999962,4914018.000000037,2456801.0000000005,2457216.9999999856,25.568350133551025,14.33078078225343,14.510331215976377,3903.320547614616,2262.763629257237,2150.551899265609,3129.3414825006685,1743.9469565964653,1765.6484501161922,1515.5543524575783,1166.666666666667,1170.473724623514,365
PER,104518.99999999888,52285.00000000016,52234.00000000026,19180534.999999873,9596695.000000086,9583840.000000043,12275813.000000045,6141193.000000007,6134620.0,6904721.999999986,3455501.9999999995,3449219.99999996,25.883141403539884,17.05227541802494,22.19059829059829,4418.349950441715,3049.677897792699,4308.64237984238,3563.969568340157,2650.390291011259,3348.934199134199,2143.021860799773,1230.122887864823,1369.727450980392,365
TYN,105370.00000000038,52688.99999999992,52680.99999999958,17689774.00000011,8845380.999999978,8844392.999999952,17621418.000000093,8811220.999999968,8810196.99999994,68355.99999999999,34160.000000000044,34196.000000000015,27.048926073926072,17.01834276834277,17.574098124098125,4758.1256715506715,3027.105716505717,3065.487146187146,4758.1256715506715,3027.105716505717,3065.487146187146,354.0,255.0,258.0,365
HOU,119423.99999999959,59708.9999999998,59714.99999999972,18531980.000000037,9265514.000000006,9266466.000000026,17441078.99999996,8721864.000000056,8719215.000000007,1090901.0,543649.9999999984,547250.9999999995,43.36592329239388,29.021439344968755,27.0625,6962.264005602241,4681.095076492135,4283.9375,6962.264005602241,4681.095076492135,4140.9375,975.7181638600405,756.8,975.7181638600405,365
LPA,124442.99999999949,62182.000000000226,62260.99999999991,16499635.00000003,8243193.000000057,8256441.999999976,9093233.999999965,4543843.000000007,4549391.00000001,7406400.999999935,3699349.999999986,3707051.000000014,36.68282444679504,19.691316540973723,20.236839630957277,5574.119021824183,3033.88238062591,3118.6385340150046,2935.0630606030786,1672.5543361811463,1770.516859077567,4311.794871794871,2563.7500000000005,2387.652747252747,365
SJU,125062.99999999971,62723.99999999976,62339.00000000044,16093268.000000138,8049484.000000021,8043784.000000108,100116.0000000004,49958.99999999973,50156.99999999962,15993152.00000003,7999525.000000037,7993627.000000081,45.95238095238095,25.259453784030963,26.84338893589368,5405.624093699418,2927.533046526695,3264.1875,54.0,29.25,30.6,5369.624093699418,2927.533046526695,3246.1875,365
TIJ,77028.0,38380.000000000575,38647.999999999825,15730218.000000125,7840204.99999994,7890013.000000034,15472505.000000132,7724132.999999937,7748372.000000046,257712.9999999972,116072.00000000017,141640.99999999843,21.743971552180014,14.361405601154795,14.88606437101307,4423.049839752859,2960.46272987433,2979.8797325317655,4159.767845575958,2960.46272987433,2979.8797325317655,532.4891774891771,393.56641887524256,532.4891774891771,365
