iata,a_m2,a_mA,a_mD,a_s2,a_sA,a_sD,a_d2,a_dA,a_dD,a_i2,a_iA,a_iD,p_m2,p_mA,p_mD,p_s2,p_sA,p_sD,p_d2,p_dA,p_dD,p_i2,p_iA,p_iD,ndays
PNQ,70270.99999999997,35138.0000000001,35133.00000000007,12984941.000000065,6492827.000000035,6492114.000000019,12527378.000000114,6264292.000000007,6263086.00000001,457562.9999999999,228535.00000000003,229028.0,15.45897435897436,10.26923076923077,11.028571428571428,3043.4222222222224,1991.0,2158.75,2981.106768231768,1941.8,2158.75,225.8571428571429,208.8888888888889,208.8888888888888,365
PUJ,66948.99999999958,33572.999999999854,33375.9999999999,12802250.999999873,6430492.000000043,6371759.000000018,0.0,0.0,0.0,12802250.999999873,6430492.000000043,6371759.000000018,31.461904761904762,17.79489898399229,18.643000871677344,5914.038033567739,3316.333090914257,3539.079673267909,0.0,0.0,0.0,5914.038033567739,3316.333090914257,3539.079673267909,365
SJC,99271.99999999974,49634.99999999974,49637.0000000001,14214464.999999886,7107067.999999972,7107397.000000006,13497184.999999963,6748712.999999968,6748472.000000001,717279.9999999922,358355.00000000134,358924.99999999866,26.598898610232133,19.233348640606703,18.24094095868289,3946.72992893676,2752.872367775594,2750.60148095632,3661.7199770817415,2752.872367775594,2745.457733704204,733.3346222405041,647.0,497.89017779606,365
VCE,78076.9999999998,39029.99999999993,39046.99999999997,13992009.99999997,6994628.999999993,6997380.999999991,2641030.999999997,1320435.9999999977,1320594.9999999993,11350979.000000045,5674193.000000011,5676786.000000002,24.926640164294255,13.639393939393937,13.469588154834831,4774.95293304895,2683.319191919192,2371.5189185682543,1176.0,788.0,786.0,3850.4416157698515,2321.6284618249883,1891.123940144621,365
ADB,74481.00000000065,37234.00000000029,37247.00000000006,14261243.000000045,7130088.0000000335,7131155.000000039,8408388.00000003,4204797.999999962,4203589.999999985,5852854.999999917,2925290.000000004,2927564.999999992,19.931735037048128,13.126814982403218,11.970280764635604,3855.7836688588295,2465.89898989899,2303.383064516129,2921.882672882673,1885.9538461538461,1777.206545088898,2461.8190841416645,1764.4244022106925,1777.730769230769,365
NGO,87911.00000000009,43956.00000000026,43955.00000000026,14833323.999999993,7416960.000000011,7416364.000000078,7937417.999999991,3968877.0000000033,3968540.9999999865,6895906.000000095,3448082.999999989,3447822.999999999,23.772746697746697,14.615318015318016,14.193428793428794,3820.818535631036,2421.2690476190473,2434.3515151515153,2214.3538461538465,1395.2788461538462,1873.2666666666667,2364.478033078033,1543.182905982906,1719.5170634920632,365
VKO,75190.99999999999,37599.99999999967,37591.00000000047,12434405.999999946,6217917.999999997,6216487.999999915,4295419.000000031,2147476.0000000037,2147942.999999988,8138987.000000063,4070442.000000009,4068545.0000000023,18.57737991818687,11.632509436436504,10.662030779677837,3020.066726084373,1964.4323924440046,1818.6439513161567,1655.1834087481147,1288.3366666666666,1183.334962528511,2452.3495543672016,1477.7278425278425,1398.0874125874125,365
WUX,77744.00000000026,38863.99999999997,38879.999999999985,13155175.000000024,6576095.000000022,6579079.999999999,12155500.000000037,6076297.000000031,6079202.99999998,999674.999999998,499798.00000000116,499876.99999999936,20.375407925407927,14.0,17.64010989010989,3514.0107392607397,2406.8888888888887,2912.8837606837606,3272.914607614608,2313.1964285714284,2904.5047619047614,636.0,482.99999999999994,519.0,365
KTM,121238.9999999991,60588.00000000037,60651.00000000038,12175246.00000011,6076784.999999988,6098460.999999937,5866500.000000012,2933551.0000000135,2932948.999999998,6308745.999999958,3143234.0000000247,3165512.0000000326,32.81587301587301,20.366666666666667,17.923465423465423,3377.346153846154,2144.868298368298,2048.1703296703295,1536.0,920.0,1005.3589743589744,2234.3824175824175,1373.5734265734263,2014.8859029859032,365
VLC,78560.9999999994,39328.999999999985,39232.00000000002,13481332.99999988,6745880.9999999935,6735451.999999974,3583049.9999999986,1796708.000000001,1786342.0000000019,9898283.000000041,4949172.999999997,4949110.0000000335,23.333333333333336,13.202991452991453,12.145642374138372,4137.358604902723,2277.875,2168.0,1392.6544386985565,841.0,861.125,3632.4,2051.389140271493,1887.5,365
CLE,92880.99999999967,46442.99999999984,46437.99999999989,12912017.9999999,6456385.000000004,6455632.999999999,12462855.999999888,6231625.999999986,6231230.000000011,449161.9999999995,224759.0000000003,224403.0000000003,24.62283598754187,15.497053052518773,18.78820736598929,3571.3468675115737,2344.9396233087928,2751.302704027998,3353.9317530671938,2178.9115834092113,2658.3709527607516,437.0769230769231,381.1428571428569,377.7472527472527,365
COK,72402.00000000047,36175.00000000004,36226.9999999998,13370245.999999959,6680160.99999996,6690084.999999985,7158998.00000006,3574832.9999999716,3584165.000000015,6211247.999999938,3105328.000000002,3105919.9999999725,18.166666666666668,12.697835497835499,11.025641025641026,3348.117191142191,2399.2751637251636,2090.5174825174827,2099.35,1376.0,1293.1831224331227,1938.4741508491506,1203.513131313131,1082.0,365
IND,104661.00000000063,52334.99999999997,52326.0,13584849.999999981,6793086.000000006,6791764.000000022,13478511.999999996,6739597.000000001,6738915.000000023,106337.9999999999,53489.00000000003,52848.999999999876,27.33115971441974,17.44214298246556,20.61168291789734,3679.2192067353535,2441.559338704026,2819.701537182884,3661.2984461616816,2395.3026534397504,2819.701537182884,185.57264957264988,184.0,184.0,365
TIA,64205.00000000029,32109.000000000062,32095.999999999898,13061968.000000026,6531172.000000013,6530795.999999979,0.0,0.0,0.0,13061968.000000026,6531172.000000013,6530795.999999979,18.700845957111945,11.133333333333335,11.838600258412109,3855.0545438199015,2189.2515745692217,2556.195920047713,0.0,0.0,0.0,3855.0545438199015,2189.2515745692217,2556.195920047713,365
CEB,100681.0000000004,50663.00000000029,50017.99999999986,14856945.999999931,7535317.000000009,7321628.999999959,11037245.99999999,5526160.000000027,5511086.000000005,3819699.999999974,2009157.0000000035,1810542.9999999974,24.072616272616273,13.651523476523476,13.348443223443223,3833.1327422577424,2208.570238095238,2157.0056943056943,2957.815617715618,1874.185347985348,1758.6396242646244,2103.4441197691194,1243.9632936507937,1565.7023351648354,365
CTA,75039.00000000015,37511.00000000008,37527.99999999956,13806300.999999957,6901852.000000007,6904448.999999973,8275683.000000029,4137673.000000025,4138010.000000009,5530618.000000031,2764179.0000000033,2766438.9999999935,20.228249528249528,11.297753357753358,11.509489693313222,3730.31935483871,2079.9046802870334,2204.616645738163,2327.048941798942,1367.957264957265,1740.7056451612902,2563.714285714286,1305.597324244383,1564.648309178744,365
LYS,87217.00000000036,43612.00000000009,43605.00000000015,13193581.999999957,6597314.000000018,6596267.999999983,2906442.9999999874,1453272.000000005,1453171.0000000014,10287138.999999981,5144042.000000027,5143096.999999964,25.485527544351076,15.024531024531024,15.852230286053814,3765.0552030901463,2177.2955904942623,2174.043375709258,1498.2470771059006,898.7941176470588,1064.3249299719887,3068.2466973886326,1840.179365079365,1911.0,365
PIT,102868.99999999935,51433.99999999995,51434.99999999979,12753963.999999924,6376982.999999972,6376981.000000085,12477873.999999898,6238959.000000006,6238915.000000083,276089.9999999998,138024.0000000003,138065.99999999857,30.33898529961148,17.613320405085112,22.056518767482775,3699.32284375755,2355.7653124653125,2949.9081617142588,3613.3639962587113,2355.7653124653125,2919.1469927256085,397.16779299132236,397.16779299132236,266.95844155844156,365
ALG,83004.0000000003,41408.9999999999,41594.999999999956,12400819.000000164,6186949.000000036,6213870.000000057,2963714.9999999795,1476480.0000000005,1487234.9999999974,9437103.999999868,4710469.000000011,4726635.0000000205,21.66251379884656,11.705833643480702,12.182943690296632,3704.656146070469,1860.1000832132236,2261.9800725839623,1252.3176470588237,585.502331002331,808.8770186335404,3174.516908716232,1700.5931744075906,2014.3833422826658,365
INC,74730.00000000013,37352.00000000023,37377.999999999935,12235038.000000035,6114688.999999976,6120348.999999988,12179144.00000003,6086741.999999979,6092401.999999993,55893.99999999998,27947.0,27946.999999999993,26.01835941835942,15.886141636141636,16.277564102564103,4368.118512043511,2615.4015151515155,2646.7790334665333,4368.118512043511,2615.4015151515155,2646.7790334665333,277.5,221.75,265.0,365
SJW,82885.0000000006,41437.999999999985,41446.99999999997,14346706.999999946,7171022.000000019,7175684.999999993,14153364.999999946,7074345.000000022,7079019.99999999,193342.00000000003,96677.00000000003,96664.99999999993,22.33005883005883,13.216666666666667,15.069230769230769,3913.0785866910865,2374.253968253968,2732.6236721611726,3886.3606532356534,2374.253968253968,2667.663136863137,223.20000000000005,189.00000000000023,189.00000000000023,365
AMM,75909.00000000042,37940.0,37968.999999999825,12893247.000000106,6443051.999999979,6450195.000000072,196697.9999999995,98399.0000000001,98298.99999999984,12696549.00000006,6344652.999999989,6351896.000000078,20.47390513877081,14.535856398503459,17.04163039574804,3206.5515059028,2220.0709495760957,2600.26077006485,171.48076923076923,165.73492063492063,155.96666666666667,3145.2432468174884,2131.604804446715,2448.9088847672056,365
SNA,101638.99999999991,50814.99999999976,50823.99999999966,13960631.000000123,6980128.000000019,6980503.00000001,13571171.000000082,6785398.000000026,6785773.00000001,389459.9999999979,194730.00000000047,194729.99999999913,30.414007525961985,16.141908414159648,15.808637767461295,4192.424934103777,2304.85046942305,2219.1867066267064,4114.734527430695,2211.261005902447,2181.945690512496,446.4254901960785,286.0,305.83333333333303,365
ALA,76115.99999999968,38090.99999999987,38025.00000000026,13030902.000000022,6510134.000000012,6520768.000000031,7164285.00000001,3585233.0000000144,3579052.000000032,5866617.000000021,2924900.9999999963,2941715.9999999963,15.666600066600067,9.323809523809524,9.523448773448775,2751.6794316794317,1621.2947052947054,1670.339898989899,1690.2857142857142,1077.1057692307693,1036.0184523809523,1732.2436563436563,991.2818181818184,1000.3999999999999,365
ACE,65869.00000000025,32962.000000000175,32906.999999999774,9728186.999999922,4868883.000000036,4859303.999999991,3466618.0000000116,1734444.0000000012,1732174.0000000072,6261569.000000008,3134439.000000006,3127129.9999999865,21.709293973999856,12.278201537025065,11.307019369519368,3613.433973869268,2061.892857142857,1815.290493362697,1301.6,706.1428571428571,869.2177660899697,3086.584615384615,1760.3653846153845,1566.4,365
GLA,63808.999999999636,31900.000000000127,31909.000000000233,9423137.000000004,4710731.999999987,4712405.000000008,4278742.999999977,2139233.9999999963,2139508.9999999967,5144394.000000046,2571497.9999999935,2572895.999999976,20.531776124992444,11.8,12.947385947385948,3126.230128205128,1620.0,2191.61704961705,1659.548717948718,933.2234299516908,980.5,2418.12281679673,1317.0,1681.0109890109893,365
LOS,68505.00000000017,34409.00000000012,34096.00000000039,9490736.000000065,4768008.999999985,4722726.999999975,5286608.999999971,2650440.0000000214,2636168.9999999963,4204127.000000004,2117569.0000000014,2086558.0000000119,22.6353942843235,14.309786030962503,16.334489260155458,3237.3650848535763,2101.3669327274406,1908.0564578351577,2214.452060502891,1510.3669327274408,1668.747796911634,1816.4404761904761,1023.6432133395667,1635.4404761904761,365
BEG,77598.00000000108,38798.99999999998,38799.00000000031,10746591.000000004,5373214.000000046,5373376.999999958,45143.999999999985,22680.000000000004,22464.000000000004,10701447.000000011,5350534.000000044,5350912.999999965,32.715815675431216,24.149905890752354,28.6622981962166,4229.026256423314,2906.2766919355154,3853.3816798055414,144.0,144.0,144.0,4229.026256423314,2906.2766919355154,3853.3816798055414,365
CGN,65274.99999999997,32657.00000000001,32618.00000000021,11685960.999999978,5846510.000000002,5839450.999999965,1085017.9999999965,542498.9999999995,542519.0000000007,10600943.000000065,5304011.000000002,5296931.999999983,17.74258704022131,11.793939393939395,12.73838383838384,3187.024949723479,2164.951515151515,2240.250505050505,583.25,361.0,393.0,2922.496699379052,2088.1666666666665,2005.4505050505052,365
HRG,43796.000000000124,21876.999999999967,21919.000000000004,8066635.000000002,4030132.000000015,4036503.0000000196,736843.0000000043,368821.99999999907,368021.00000000186,7329792.000000005,3661309.9999999837,3668482.000000001,14.76923076923077,8.213675213675213,8.633637095593617,2750.75,1546.6,1657.9047619047622,470.02136752136755,258.344126984127,295.7941176470588,2632.9934284016636,1513.2971930030753,1585.9047619047622,365
YNT,66535.99999999991,33269.999999999956,33266.00000000004,10645981.999999993,5323097.999999989,5322883.999999973,10044588.000000026,5021540.999999995,5023046.999999982,601393.9999999974,301556.99999999953,299837.00000000023,18.961327561327558,11.700811688311688,12.797619047619047,3030.115301365301,1955.606193806194,2115.0449494949494,2935.8370851370855,1811.7829725829724,2113.976090576091,471.11111111111114,338.0,353.2461538461538,365
RAK,65082.0,32511.000000000124,32570.999999999938,11848560.000000054,5919068.000000007,5929492.000000005,607939.0000000029,302820.999999999,305117.9999999994,11240621.000000084,5616247.000000009,5624374.0000000065,18.649494949494947,10.8125,10.108284493284492,3501.6,2020.1886806004452,1799.122222222222,567.0,378.0,378.0,3465.5066293183936,1988.9886806004452,1739.9423076923078,365
LJG,62064.00000000001,31034.000000000095,31030.000000000033,9981879.99999997,5005088.000000014,4976791.999999982,9839780.999999981,4933502.000000008,4906278.99999997,142099.00000000023,71585.9999999999,70513.00000000009,19.783016983016985,11.870573870573871,12.000488400488399,3138.576934176934,1874.1181776556775,1933.7582195582195,3138.576934176934,1847.7555555555555,1894.7130647130648,333.5,290.16666666666674,304.65714285714273,365
TAS,61593.000000000146,30737.000000000044,30856.00000000003,11054926.000000026,5514697.999999999,5540228.0000000335,1508668.0000000016,751998.0000000005,756670.0000000005,9546258.000000015,4762700.000000007,4783558.000000033,14.662576312576313,9.458485958485959,10.257498057498058,2689.2380952380954,1785.25,1873.6,674.6,599.9454545454546,629.0,2348.4194971694974,1703.9108225108223,1649.0311244311245,365
CTG,51670.99999999987,25608.999999999967,26062.000000000065,9272695.999999939,4567847.000000008,4704848.99999997,7267467.999999886,3654485.9999999963,3612982.000000002,2005227.9999999953,913361.0000000077,1091866.9999999972,15.445217267797913,8.928571428571429,8.66449308560477,2808.082254873526,1580.404761904762,1587.47943714791,2277.9529227098014,1339.8,1247.9446966695546,1283.9355547678128,812.055824895739,779.5429280397022,365
PMO,60259.00000000021,30104.000000000047,30155.000000000124,10438823.999999896,5214955.000000015,5223868.999999985,6977378.000000012,3488509.999999992,3488868.000000022,3461445.9999999995,1726444.999999997,1735001.000000001,17.98102564102564,9.7917509611058,10.0,3102.9169834087484,1755.9333333333332,1700.9829907600306,2121.25,1261.5,1259.9650349650349,1763.9999999999998,999.7333333333331,1096.7115384615386,365
SWA,81060.99999999972,40581.99999999957,40479.00000000015,11674460.000000045,5843900.000000002,5830560.000000005,11324624.000000043,5668985.0000000065,5655639.000000004,349835.9999999991,174915.00000000047,174921.0,23.130630480630483,14.345454545454546,14.527380952380954,3526.4222222222224,2211.201923076923,2110.949206349206,3475.0339285714285,2194.1238095238095,2057.0,552.0,365.0,366.0,365
JJN,61671.000000000306,30838.00000000006,30832.99999999996,10515540.000000002,5258174.999999996,5257365.00000002,9907171.999999987,4953990.999999982,4953181.000000014,608367.999999999,304184.00000000006,304184.00000000035,18.248373848373852,12.708202908202908,13.168031968031968,3086.7857142857147,2197.936646686647,2270.2837856587857,2905.7087273837274,2189.3895604395602,2269.5171051171046,598.1431235431234,415.4777777777779,584.8340326340327,365
SOF,55041.99999999971,27544.000000000087,27497.999999999945,9606462.000000104,4807610.999999999,4798851.000000027,312744.0000000007,156371.99999999936,156372.00000000003,9293718.000000091,4651239.000000009,4642479.000000026,16.317799708641612,10.618506104817651,10.372602839994144,3023.782738095238,1753.8705849705852,1975.9970365371119,290.3571428571429,266.5,269.25,3023.782738095238,1710.4320254908491,1975.9970365371119,365
CVG,90211.99999999967,45105.000000000444,45106.99999999984,11158677.999999968,5579229.999999959,5579447.99999998,10768067.99999996,5383924.999999972,5384142.999999979,390609.99999999994,195305.00000000015,195304.99999999892,23.07142857142857,13.867422250951666,20.020328225594852,3207.015973727648,1851.9450207404366,2823.1859575549292,3106.6039169283963,1818.1321558054008,2823.1859575549292,472.0,454.1059829059827,287.20683760683767,365
IBZ,63684.00000000037,31738.99999999994,31944.9999999998,10317670.00000013,5147535.999999964,5170133.999999945,4521631.999999984,2256391.999999997,2265240.000000004,5796037.999999994,2891144.000000007,2904894.000000004,21.33528117992065,11.206794871794871,11.375718626358013,3653.183292513938,1949.2893348197695,1914.6108597285067,1643.7828679816917,924.5775401069519,905.9646971386103,2864.75,1548.5,1570.0,365
TLS,60369.999999999825,30182.000000000022,30188.00000000014,9459789.00000001,4729606.000000006,4730183.000000011,3924705.9999999837,1962296.9999999974,1962409.0000000042,5535083.0000000205,2767308.9999999916,2767774.000000001,21.396189757954463,12.11714951714952,12.788967894850245,3326.6493123729833,1991.6128851540616,1878.3441453751082,1686.0262705879404,990.6153846153846,940.9301587301587,2299.6277722277723,1415.5568938230228,1320.6357142857146,365
BKI,63871.00000000024,31949.000000000346,31922.000000000182,10890916.99999995,5448073.999999988,5442842.9999999935,8188894.999999961,4096923.000000012,4091971.9999999884,2702022.000000008,1351150.9999999998,1350871.0000000047,16.75479242979243,9.48931623931624,9.710227272727273,2819.673476523477,1586.9247252747252,1657.0,2559.996153846154,1387.3383116883117,1540.987012987013,1189.375,755.7666666666667,809.0,365
PEN,59022.00000000006,29511.000000000062,29511.000000000207,10074492.999999912,5037105.000000024,5037388.000000029,4864327.000000025,2432060.9999999986,2432266.0000000033,5210166.000000049,2605044.0000000154,2605122.0000000023,18.227905427905426,10.098989898989899,9.080128205128204,3377.674458874459,1781.8030303030303,1758.5244505494504,2246.2344322344325,1272.5666666666666,1052.3076923076924,1806.0,1109.0,975.6666666666666,365
XNN,63691.00000000029,31840.999999999898,31850.000000000215,9721047.000000022,4860471.0000000205,4860576.000000025,9704217.000000026,4852056.000000019,4852161.000000025,16830.0,8415.0,8415.0,26.03058608058608,15.208351370851371,15.970057720057719,4286.854459429459,2516.6710622710625,2743.5823953823956,4286.854459429459,2516.6710622710625,2743.5823953823956,174.0,174.0,173.9999999999999,365
STR,72728.9999999999,36378.000000000065,36350.99999999985,11780879.999999993,5893037.999999982,5887841.999999988,1715470.9999999886,856417.0000000048,859054.0000000029,10065409.000000061,5036620.999999999,5028787.999999983,23.563554909143143,12.288995448995447,18.912016088486673,3983.02157433729,2110.5,2983.32905982906,793.6293614881849,560.8139050491991,674.0750915750916,3540.273629964807,1948.0,2614.0788267288267,365
SVQ,60368.999999999796,30191.000000000236,30178.000000000065,10867409.99999995,5434819.999999987,5432590.000000015,5019183.999999976,2510836.9999999977,2508347.0000000037,5848226.000000021,2923983.0000000116,2924243.000000008,18.095854853207793,10.427565767565767,10.296555077927989,3314.0375,1911.642857142857,1930.3333333333333,1738.4444444444443,1092.9360231271996,1107.0,2414.384238310709,1522.125,1324.3846153846155,365
ADL,71147.0000000002,35739.000000000015,35408.00000000031,10745167.000000013,5403533.000000005,5341633.999999981,9349800.99999994,4705580.999999984,4644219.999999972,1395365.999999986,697952.0000000006,697414.0000000002,21.368745633451518,12.6023545611706,14.859640658027754,2955.9141959787485,1824.6549254210545,2291.9801597095716,2749.2305280108485,1665.827635327635,2054.04633438457,852.0,696.9432000636934,634.0252100840338,365
CMH,96642.99999999948,48321.00000000034,48321.99999999993,11778653.000000047,5889178.9999999525,5889474.000000024,11689583.000000052,5844515.999999956,5845067.000000017,89069.99999999967,44663.00000000001,44406.99999999995,26.36208192579171,16.205673234748478,20.54224272459566,3481.5633190339076,2086.403156255509,2490.4647757471284,3481.5633190339076,2086.403156255509,2490.4647757471284,211.3728937728938,172.0,172.0,365
OVB,74516.0000000003,37263.00000000029,37253.00000000007,9923367.000000028,4961227.999999965,4962138.999999981,7790727.999999943,3897118.9999999763,3893608.9999999944,2132638.9999999874,1064108.9999999993,1068530.0000000016,17.649417249417247,12.002231102231102,10.042857142857143,2598.409335109335,1935.5974358974358,1742.8598901098903,2232.9742216117215,1760.8941724941724,1482.7897435897437,903.0000000000001,735.0,604.2178571428572,365
REC,70560.00000000006,35260.00000000001,35300.00000000021,11430438.000000102,5711815.000000006,5718623.0000000065,10853460.000000114,5423481.000000024,5429979.00000001,576977.9999999998,288333.999999999,288644.0000000005,18.75357142857143,12.934508486682397,13.87011269705767,2939.7447915322127,2074.5350823515782,2011.1087357087356,2875.1037279060806,2074.5350823515782,1968.407094017094,582.4166666666667,455.1904761904762,455.5416666666665,365
NBO,83666.99999999949,41720.0000000001,41947.00000000028,11234388.00000005,5596155.999999969,5638232.000000022,2311945.999999994,1155995.0000000056,1155951.0000000042,8922442.0000001,4440160.999999985,4482281.000000032,21.622245238421712,12.991666666666665,16.50909645909646,2952.731299956656,2014.7930008227067,2472.2779761904762,731.1945565714066,485.9842995169082,472.0881056395931,2811.1598258372455,1796.1381535361077,2405.7637093933026,365
HER,49348.99999999987,24637.00000000027,24712.000000000233,9136047.999999933,4562385.999999999,4573661.999999959,2245697.999999995,1122705.000000005,1122993.000000002,6890349.9999999665,3439680.9999999697,3450668.9999999814,20.2,11.053475935828878,11.722222222222221,3759.0384615384614,2051.656108597285,2217.648190045249,988.0084175084176,573.7002370178841,594.547619047619,3539.0384615384614,1837.0,1927.4055429864252,365
LCA,58322.99999999956,29012.99999999991,29310.00000000008,11114852.999999916,5534145.0,5580707.999999953,180.0,0.0,180.0,11114672.999999916,5534145.0,5580527.999999953,17.42058858282767,10.094794463390286,9.733477633477634,3443.7898989898986,2027.1978883861239,1930.5618279569892,0.0,0.0,0.0,3443.7898989898986,2027.1978883861239,1930.5618279569892,365
BSL,62404.9999999998,31237.000000000033,31168.000000000055,10747553.999999955,5379556.000000005,5367998.000000023,180.0,0.0,180.0,10747373.999999955,5379556.000000005,5367818.000000023,21.362392509451333,13.703525396172456,13.666988881172943,3552.860893035264,2224.78541030718,2354.1674346224136,0.0,0.0,0.0,3552.860893035264,2224.78541030718,2354.1674346224136,365
CNX,63504.00000000006,31755.999999999953,31748.000000000022,11632938.00000004,5816661.00000001,5816277.000000015,8380395.999999989,4190415.999999964,4189979.9999999804,3252542.0000000126,1626244.999999991,1626296.9999999905,17.576190476190476,10.13963813963814,10.03085803085803,3204.2554334554334,1910.0,1905.5718170718171,2472.930402930403,1481.9777777777779,1428.35,1301.277572427572,900.2382867132867,912.2777777777778,365
SKG,54801.00000000008,27367.99999999989,27432.999999999945,9331922.000000006,4659796.999999979,4672124.999999969,3003185.9999999767,1501788.0000000033,1501397.9999999958,6328736.000000079,3158008.999999954,3170726.9999999627,17.339550406369625,9.967845879610586,10.78215183509301,2952.5932515197223,1672.6818619289209,1868.2026253939298,1094.3388224678547,765.1802197802199,709.1333333333333,2590.5197928669795,1412.2773892773894,1481.7722176516293,365
MLA,61922.00000000031,30943.99999999978,30978.00000000008,11590187.000000022,5793403.999999966,5796783.000000013,0.0,0.0,0.0,11590187.000000022,5793403.999999966,5796783.000000013,20.077777777777776,11.025094494403957,11.0,3853.35310367382,2164.367257683419,2099.61337355455,0.0,0.0,0.0,3853.35310367382,2164.367257683419,2099.61337355455,365
NQZ,59109.000000000604,29546.0000000002,29563.00000000003,9701736.000000011,4847744.999999986,4853991.000000016,6927907.000000015,3458445.000000028,3469462.000000005,2773828.9999999925,1389299.9999999953,1384529.0000000007,15.049603174603174,9.514718614718616,8.824242424242424,2480.9069402819405,1627.3068181818182,1478.9354256854256,2004.890476190476,1266.0170052170051,1117.6452838827836,1152.7838383838384,795.9878787878788,707.5,365
SSA,53388.0000000005,26689.000000000106,26699.000000000044,9082432.000000002,4541056.999999978,4541375.000000015,8429890.99999999,4214537.999999977,4215353.000000011,652540.9999999986,326519.0000000007,326022.0000000008,21.61803978471332,13.48034188034188,14.725594666771137,3655.057288790388,2350.91282051282,2561.6870481188694,3655.057288790388,2341.985152102799,2561.6870481188694,618.1633986928105,356.4383394383394,472.40820982938635,365
AER,71378.0000000003,35700.00000000018,35677.99999999983,11790526.999999963,5896638.999999958,5893888.000000039,9804427.999999959,4904464.999999976,4899962.999999991,1986098.9999999779,992174.0000000068,993925.0000000035,21.795777555777555,12.040586668233725,12.962343212343212,3738.0710439886907,2116.6239559084324,2198.1535353535355,3245.9968381818476,2015.4792758544327,1988.3483460983462,738.0,445.0,512.0,365
FAO,62482.99999999891,31238.00000000014,31245.000000000073,11735714.999999978,5867163.999999985,5868550.999999976,738016.0000000021,369020.00000000006,368995.9999999998,10997698.999999994,5498144.000000005,5499554.999999965,26.131265031265023,14.672005772005768,13.106442577030812,4946.757575757576,2729.15970793912,2603.801077666295,413.7271062271063,367.625641025641,378.57142857142856,4821.602597402598,2675.7608984153103,2509.096706424505,365
PBI,65770.0000000006,32886.00000000001,32884.00000000019,10893683.999999927,5447137.99999999,5446545.99999999,10751729.999999927,5376160.999999983,5375568.999999996,141954.00000000026,70976.99999999997,70977.0000000002,25.329566543513415,14.388094985343562,13.067936475289416,4191.90201997033,2405.0535634472812,2196.1525451669863,4186.3430437209845,2282.161373730634,2196.1525451669863,265.8357142857143,196.9392385392389,193.1801764543702,365
KEF,53330.000000000575,26653.000000000306,26677.00000000021,9541907.000000007,4768563.999999962,4773342.999999965,74.0,37.0,37.0,9541833.000000004,4768526.999999962,4773305.999999963,22.162146463647552,16.5512029232345,17.662719089571247,3905.4134011774304,2944.311456567706,3122.7814919808256,0.0,0.0,0.0,3905.4134011774304,2944.311456567706,3122.7814919808256,365
KHH,57169.99999999984,28577.000000000113,28593.00000000019,8646848.99999998,4322323.000000004,4324526.000000018,1429419.9999999988,713735.9999999999,715683.9999999984,7217429.0000000475,3608586.9999999856,3608841.9999999995,19.92245532245532,11.344276556776556,14.554234654234653,3028.0659673659675,1967.0,2208.434887334887,581.7692307692307,334.625,352.9166666666667,2637.8204545454546,1897.0,1872.7301587301586,365
KNO,52561.99999999995,26255.000000000065,26307.000000000087,9257600.999999955,4614742.000000028,4642859.00000004,6319084.999999993,3161842.0000000224,3157243.000000022,2938516.0000000265,1452899.9999999967,1485616.0000000037,15.161706349206348,8.980769230769232,8.75967365967366,2625.663247863248,1660.300366300366,1542.7582417582419,1828.2144522144522,1138.3125,1081.2,1132.2727272727273,783.6634615384613,804.0,365
YEG,66104.00000000012,33047.99999999978,33056.000000000226,9241331.999999952,4620605.000000006,4620727.0000000335,7683428.000000031,3840416.999999992,3843010.99999999,1557904.0000000037,780187.9999999964,777715.9999999972,20.028410795320063,10.601953601953602,11.359718923286286,2600.1118446507944,1480.5801048624578,1560.810553772603,2293.6016347051636,1316.932502007796,1292.1458763458763,848.616452991453,689.7834987593053,664.519607843137,365
SAL,47279.00000000022,23638.999999999945,23639.999999999935,8455601.000000052,4227660.000000029,4227940.999999995,0.0,0.0,0.0,8455601.000000052,4227660.000000029,4227940.999999995,14.49187338804986,11.034161655461032,13.074279046182147,2616.603876515641,1997.610636444524,2359.3702283127864,0.0,0.0,0.0,2616.603876515641,1997.610636444524,2359.3702283127864,365
CHS,63676.0000000003,31837.999999999858,31838.000000000073,8252722.999999994,4126409.9999999874,4126312.999999988,8223378.999999994,4111737.99999999,4111640.9999999865,29343.999999999975,14672.000000000004,14671.999999999989,19.152346186357406,10.960642546897805,12.369263192264595,2544.461252136015,1443.177726848315,1660.7749234425703,2544.461252136015,1443.177726848315,1660.7749234425703,223.09090909090907,153.37166900420766,84.93333333333351,365
MLE,59835.99999999973,29897.999999999935,29938.00000000004,9084806.999999901,4543311.000000018,4541496.000000002,1649025.00000002,822320.999999997,826703.9999999978,7435781.999999938,3720990.0000000102,3714792.0000000284,23.12297702297702,15.61904761904762,12.865384615384615,3933.568098568099,2650.9312021312016,1959.0,669.3069264069263,437.00761460761464,416.1796536796537,3518.0,2310.227380952381,1700.3846153846155,365
SJO,94483.00000000009,47430.999999999956,47052.000000000044,9163302.000000056,4576996.000000001,4586306.000000029,539101.0000000031,271622.99999999907,267478.0000000002,8624201.000000037,4305373.00000001,4318827.999999985,38.39805524540819,21.259281144370092,19.73197235469325,2912.7328172807584,1898.3370376048606,1971.8620845997827,302.6526080400739,152.28764220040517,157.25641025641028,2804.430811606694,1846.4085780864718,1910.7167857232373,365
