iata,a_m2,a_mA,a_mD,a_s2,a_sA,a_sD,a_d2,a_dA,a_dD,a_i2,a_iA,a_iD,p_m2,p_mA,p_mD,p_s2,p_sA,p_sD,p_d2,p_dA,p_dD,p_i2,p_iA,p_iD,ndays
AYT,170665.00000000035,85175.00000000048,85490.00000000151,33603884.999999836,16769683.999999987,16834200.99999987,7746272.000000001,3871700.99999998,3874570.999999982,25857613.000000246,12897982.999999968,12959630.000000035,51.38653013653013,26.480875066657568,28.15094252153075,11243.555803673451,5556.479270787651,6045.395366966999,2308.0720042702396,1265.58388567473,1450.6575757575758,9003.47100089453,4838.224725274726,4916.706116977348,365
BNA,224736.99999999738,112367.00000000015,112369.99999999991,33238002.00000006,16618769.000000058,16619233.000000082,32412388.00000005,16205602.999999996,16206785.00000004,825613.9999999978,413165.9999999991,412448.0000000037,59.221028497646145,32.623887909476146,33.84245716120528,8833.798072776895,4762.4295874713525,5126.717729456793,8643.679134460312,4696.145355167709,5126.717729456793,720.1249999999995,683.931235431236,519.9876923076918,365
BRU,165835.000000001,83036.99999999968,82797.99999999983,29890330.00000004,14965663.999999873,14924665.999999946,0.0,0.0,0.0,29890330.00000004,14965663.999999873,14924665.999999946,50.695631399997026,32.295709261390286,31.416825215686693,8627.060806300487,5628.579589151726,5586.66664823266,0.0,0.0,0.0,8627.060806300487,5628.579589151726,5586.66664823266,365
AGP,167627.00000000096,83766.99999999994,83860.00000000038,29951890.999999877,14970478.000000086,14981413.000000043,5303581.999999964,2651384.999999997,2652197.0000000075,24648309.00000009,12319093.00000005,12329216.000000073,45.33752001902482,24.364476046828987,24.291153727227048,8400.896923711862,4510.036048461434,4461.782805429865,1873.4699300699301,1162.1894736842105,1234.1142857142859,7610.812476133015,4182.357698673875,4134.071570229923,365
CGO,200694.00000000096,100329.00000000007,100364.99999999991,34549669.99999982,17275511.000000063,17274159.000000138,33384115.999999996,16694481.00000005,16689635.000000112,1165554.000000004,581030.0000000009,584524.0000000015,46.527367077367074,25.9041514041514,26.926190476190474,7985.961260961261,4412.305816405816,4496.50820984571,7828.464285714285,4331.076731601732,4462.812842712842,806.0,594.8173076923081,444.64285714285734,365
SCL,152640.00000000134,76292.9999999998,76346.99999999981,31530753.000000007,15751781.999999957,15778971.00000008,16331315.999999935,8162833.999999942,8168481.999999959,15199436.999999866,7588947.999999986,7610489.000000035,32.463038384765134,23.78277670042376,21.775857361306276,6626.923255902858,4654.849331064887,4334.136593781175,4342.16923076923,2887.0676434676434,2621.25,4154.281956662022,2355.1000000000004,2591.1583171558395,365
XMN,193622.99999999822,96812.0000000001,96811.00000000033,34451700.00000005,17226188.000000075,17225512.00000003,29302522.99999993,14651233.00000004,14651290.000000013,5149177.000000016,2574954.999999976,2574221.9999999893,39.99209956709956,25.719119769119768,26.857620157620158,7135.4435314685325,4498.3381784881785,4782.071581196582,6174.241507104007,4133.4006784881785,4456.456601731602,1783.7353535353532,1501.125,1388.4636141636147,365
CUN,177525.999999999,88458.00000000063,89067.99999999897,33726047.999999605,16773823.000000052,16952224.9999999,11288542.999999905,5643937.999999966,5644604.999999997,22437505.00000021,11129885.000000177,11307619.999999786,62.48329913400886,32.88008604069985,33.337500000000006,11862.207403122069,6217.992805038602,6389.265922836648,3664.9511325276026,2173.928586968587,2114.244189144189,9389.988960186842,4868.983580185198,5252.111703328113,365
LIM,183089.99999999919,91551.99999999937,91538.00000000051,32288921.999999955,16146191.99999992,16142730.0,18167071.99999996,9084096.999999983,9082974.999999981,14121850.000000061,7062094.999999953,7059754.999999941,37.044139161492105,21.382590042813057,18.874445546234178,6573.44654261532,3798.8450452351785,3424.40831423799,4832.754995788739,2676.07380952381,2487.5094874841816,4086.3058231174728,2554.739036526321,3336.050341091206,365
YVR,234592.0000000012,117374.99999999946,117216.99999999916,32646384.999999646,16344985.000000011,16301400.000000065,16734985.99999996,8367948.000000074,8367038.000000061,15911398.999999963,7977037.000000033,7934361.999999983,60.1802250108737,35.74715885421767,42.729370328388555,8636.298258248367,5158.575418149987,5897.931113167879,4385.610341423283,2450.019090102392,2938.0918190694965,5041.535242637665,3118.5455208927697,3428.476355148119,365
OSL,204792.99999999895,102382.9999999997,102409.99999999993,33897732.99999987,16945263.99999999,16952468.99999991,14442515.000000045,7218593.999999978,7223920.999999951,19455217.99999993,9726669.999999994,9728547.999999957,68.59642857142858,31.794293614881852,37.86026753865629,11316.844047619048,5338.269262192056,6005.781360469596,7367.0869727272475,3404.471153846154,4210.405619217383,5694.211244311244,4095.170376832428,3587.8543779690135,365
AKL,141501.0000000031,70792.99999999929,70707.99999999939,22650865.00000015,11328866.99999995,11321998.000000084,10247209.999999935,5124924.999999985,5122285.000000004,12403655.000000045,6203941.999999957,6199713.000000055,33.56173631483381,19.552738542566548,21.076669017257252,5482.757142857143,3147.943764930722,3148.759355337712,2621.282142857143,1569.23489010989,1566.1375,3354.6221816104007,2236.957416326214,2101.2550505050503,365
GDL,118457.00000000045,59248.99999999946,59207.99999999977,22750320.00000014,11379095.000000026,11371225.000000052,15425747.99999997,7716910.999999986,7708837.0000000065,7324572.000000076,3662183.9999999683,3662387.999999978,30.6703973036545,16.826072097836803,26.391968325791858,5967.779035572271,3272.13958143164,4894.228065072182,4687.93425267543,2585.6260368707935,3807.2263580790927,2237.5589071691534,1873.0977120918299,1600.6674929610413,365
HKT,101143.99999999965,50495.9999999999,50648.00000000047,19924360.000000194,9954177.000000013,9970182.999999905,7989653.999999974,3978938.0000000075,4010716.000000028,11934705.999999885,5975239.000000014,5959467.00000001,24.176023976023977,12.612587412587413,13.34498556998557,5009.071095571096,2769.5,2846.75,2173.65,1331.2954545454545,1162.0,3676.3622044622048,2159.067307692308,2184.746153846154,365
KWE,160068.9999999994,80035.00000000013,80033.9999999999,26649886.000000045,13331509.99999998,13318375.99999997,26243844.000000067,13126988.999999965,13116854.999999985,406041.99999999965,204521.0,201520.99999999983,37.27758907758907,21.502182539682536,22.540972915972915,6440.349494949494,3682.662623487623,3850.9440143190145,6401.802256077257,3620.7433677433673,3824.4222721722717,539.0,404.53571428571445,353.0,365
DLC,142228.99999999913,71105.00000000017,71123.99999999987,23941963.99999996,11974862.00000005,11967101.999999978,22174023.999999933,11086473.000000108,11087550.999999937,1767939.9999999928,888389.0000000027,879551.0000000023,32.8738788988789,20.829131979131983,24.01818598068598,5575.291397491397,3689.4327741702737,4031.0078421578423,5189.167543567543,3395.4198593073597,3711.8051837051835,896.6915084915079,526.1999999999998,579.9230769230767,365
RDU,142032.99999999878,71013.99999999967,71018.99999999937,20174291.00000002,10086669.99999995,10087621.000000007,19010427.000000022,9504497.99999996,9505928.999999953,1163864.0000000035,582172.0000000054,581692.000000007,38.97730504789328,21.256385542562015,24.41793723079312,5827.987708239472,3255.7648716102226,3571.5511755935354,5457.990314815904,3178.1259726221488,3468.7096776242615,859.2968087152151,546.1999999999999,748.8108504398829,365
YUL,174943.99999999933,87478.00000000012,87466.00000000013,27482963.00000006,13745960.999999981,13737002.000000034,8955410.000000004,4479216.000000002,4476193.999999994,18527553.00000001,9266745.000000011,9260808.000000034,52.789250063661825,29.86607142857143,33.152129053766046,8464.64542221064,5777.065894588491,5886.712090209476,3272.9752165397326,1945.1233380018675,2325.7707908789503,5924.39771301767,5228.56763178069,4044.0836490838697,365
TNA,143755.00000000017,71882.00000000013,71873.00000000052,24930971.000000127,12467318.999999989,12463652.000000047,23914931.0000001,11957553.000000019,11957378.000000034,1016040.0000000062,509765.99999999895,506273.9999999998,32.668131868131866,19.77756132756133,20.217766955266956,5652.628521478522,3462.4425629925627,3506.064989177489,5535.365481740482,3462.4425629925627,3438.142199467199,658.6666666666664,345.0,423.0666666666664,365
GIG,111366.00000000004,55695.000000000204,55670.99999999979,21045214.99999999,10525425.000000104,10519789.999999946,13954479.999999927,6979121.00000005,6975358.999999981,7090735.000000007,3546304.0000000093,3544431.000000079,30.86571713341369,19.24986480839422,18.829874537227475,5858.130173551938,3945.16856751092,3473.193082238524,4368.525025562672,2473.4363430686963,2737.2589074008424,2271.1125,1879.3723776223783,1640.8957219251338,365
HEL,147929.99999999866,73966.00000000063,73963.99999999983,22742456.99999998,11370428.000000082,11372029.000000022,2939751.0000000144,1469880.9999999872,1469870.0000000028,19802705.999999907,9900547.000000058,9902159.000000034,50.08508942605487,35.47532569201877,38.020833333333336,8105.24322948965,5767.821272542566,5963.428260075443,1359.825,986.7955216826185,983.6084360462878,7467.229598816217,5316.907047578537,5612.830562030081,365
OKA,134236.99999999983,66934.00000000023,67303.00000000013,27864699.999999814,13923202.999999959,13941497.000000006,23146361.999999993,11565474.0,11580887.999999993,4718337.999999983,2357728.9999999925,2360609.0000000065,41.91666666666667,24.647435897435898,22.129886779886778,9458.061904761904,5731.15357975358,5126.4561827061825,7994.1,4628.777389277389,4106.378904428904,1982.7967782217784,1407.2109890109887,1582.0,365
TSN,141993.99999999965,70990.00000000001,71004.00000000009,23327255.999999955,11659551.000000041,11667705.000000058,22168403.99999998,11080222.00000004,11088182.000000065,1158852.0000000065,579328.999999997,579523.0000000006,32.03152958152958,19.394627594627597,25.500011100011097,5200.849766899766,3128.4217310467307,4201.460647685648,5072.812881562882,3061.4257936507934,4132.728286990787,797.8333333333333,460.0787878787878,613.9999999999999,365
OTP,113265.99999999994,56630.99999999978,56635.00000000028,19814241.999999877,9906884.999999993,9907356.999999985,1682559.0000000044,841222.9999999953,841336.0000000012,18131682.99999987,9065661.999999965,9066020.999999993,27.04207909737321,15.818609551857634,20.099974653249962,4962.523334965687,3044.0701949031363,4130.987546946296,1206.461605061605,631.2352941176471,901.9109197695452,4795.922619047618,2958.545923557783,3970.121919947243,365
SYX,139272.99999999988,69646.99999999987,69626.00000000016,26566116.000000052,13283886.000000041,13282229.99999999,25548740.000000034,12774672.000000056,12774067.999999987,1017376.0000000012,509213.9999999983,508162.0000000003,28.504007104007105,17.024281274281275,18.31954850704851,6136.993204018205,3656.7421467421464,3795.117463092463,6133.847619047619,3579.4095238095238,3776.3847929847925,918.1428571428571,721.25,612.0,365
ADD,143748.99999999916,72489.0000000002,71259.9999999996,26045720.00000002,13229628.000000043,12816091.999999847,4530528.999999995,2265055.9999999814,2265473.0000000075,21515191.00000017,10964572.000000086,10550619.00000004,39.99068191612309,26.44982285688168,27.392525905467078,7155.284640424203,6425.264396366241,5384.076226986516,2632.837821992471,1474.2641662399728,1304.419647019647,6513.56439425457,6313.492709666757,5234.890801388155,365
HNL,156375.99999999913,78187.00000000054,78188.99999999975,26312837.999999944,13155713.000000034,13157124.999999987,21446589.999999948,10722164.000000017,10724425.999999972,4866247.99999995,2433548.999999976,2432698.9999999795,44.81172189938489,24.379912386790945,24.97707257651895,8915.629697361463,4830.099766899766,5089.420128890717,7349.5888837029,4232.700124320124,3698.8873570873575,3161.776226909291,3055.2331005911656,2018.1706185981254,365
PTY,148710.99999999884,74163.99999999997,74546.99999999983,24591712.99999972,12235922.999999998,12355789.999999944,278404.0000000016,139201.99999999997,139201.99999999983,24313308.999999702,12096720.99999999,12216588.000000017,38.46237188149571,29.968182004974175,33.78228646621648,6359.707357217945,4900.533368592482,5587.229869749216,238.69786096256684,238.69786096256684,189.84004884004884,6269.859854482452,4881.44786024839,5587.229869749216,365
ALC,119869.00000000044,59979.00000000005,59890.000000000335,22200935.99999995,11108356.000000028,11092579.999999924,2923713.999999993,1461753.0000000033,1461961.0000000026,19277221.999999773,9646603.000000065,9630618.99999996,35.003836260358,18.975393028024605,18.619134520450313,6672.571862276211,3525.718822152479,3482.0,1264.9723955852987,746.8181818181818,941.0,6266.7718622762095,3315.1504273504274,3469.2958414134887,365
CCU,139284.00000000044,69586.00000000019,69697.99999999943,25096051.99999993,12539496.000000015,12556555.999999942,22134706.99999996,11047211.000000006,11087495.999999922,2961344.999999993,1492284.999999992,1469060.0000000002,30.631501831501833,17.57972582972583,17.27179487179487,5274.6190268065275,3102.10347985348,2942.410714285714,4971.351388888889,2954.6665112665114,2687.016046453546,1157.885714285714,859.9384615384615,710.5954045954046,365
STL,145361.99999999983,72678.99999999936,72683.0000000002,20466013.9999999,10232708.000000058,10233305.999999976,19834391.999999937,9917231.999999952,9917160.000000006,631622.000000003,315475.99999999936,316146.00000000023,42.251242058595004,23.9055577566014,23.1500872656755,6121.720320936507,3530.7513060546016,3406.6846314148106,5881.861897997439,3468.4491315136474,3401.1892852245787,510.00476190476184,439.7560439560441,356.3333333333335,365
UPG,125589.0000000002,62785.00000000018,62804.0000000003,22398246.999999806,11203800.999999955,11194446.000000015,22075874.999999806,11041960.99999997,11033914.000000034,322372.0000000001,161840.00000000044,160532.0000000005,37.233333333333334,25.08888888888889,17.866666666666667,6814.7724358974365,4688.386421911422,3190.1897435897436,6814.7724358974365,4688.386421911422,3161.2,547.9999999999998,436.0,436.0,365
PRG,110447.00000000023,55214.00000000003,55233.00000000006,19669148.99999999,9833965.999999966,9835182.99999995,0.0,0.0,0.0,19669148.99999999,9833965.999999966,9835182.99999995,32.5055065714871,17.716391135745972,18.701192271780503,5685.533781147931,3059.1266356192828,3273.572796677635,0.0,0.0,0.0,5685.533781147931,3059.1266356192828,3273.572796677635,365
TLV,120764.00000000114,60398.99999999969,60364.99999999991,23387463.999999862,11698919.999999981,11688544.000000061,342026.0000000021,171222.99999999988,170802.99999999983,23045437.99999981,11527696.999999937,11517741.000000067,33.210539592180965,17.919207426560366,20.191838880074176,6602.125980718628,3424.5162991920583,3683.71156874547,360.0,204.4,210.5,6602.125980718628,3417.852747252747,3656.1881180584123,365
WAW,169962.00000000012,84976.99999999994,84984.99999999983,25538889.999999963,12769401.999999981,12769487.999999983,2343095.99999999,1171562.0000000033,1171534.000000006,23195794.000000037,11597840.000000015,11597954.000000026,40.235335905924146,27.728169229948218,26.83481867140501,6109.554110531617,3819.7934191222075,3639.3460556847576,1133.2051282051282,764.1982905982907,884.8241758241758,5913.200514305956,3613.3095767080586,3339.4123739006095,365
GMP,108627.99999999985,54281.99999999999,54346.00000000033,22054036.999999996,11024182.000000076,11029855.0,17075434.999999955,8534913.000000061,8540522.000000061,4978602.000000017,2489269.0000000075,2489332.999999984,26.00553751803752,18.554653679653683,15.107142857142858,5481.601569264069,3935.738927738928,3008.045299145299,4385.615384615385,2887.9560439560437,2904.3630952380954,1510.9999999999998,1351.9025641025644,1293.8773892773888,365
DAL,148073.99999999974,74071.99999999996,74002.00000000006,22986610.0,11494080.99999998,11492528.999999968,22980850.000000004,11490570.999999978,11490278.999999968,5759.999999999998,3510.0000000000023,2250.0,43.684200603318246,22.38235294117647,23.191666666666666,6843.567684766214,3499.79883107089,3723.5416666666665,6843.567684766214,3499.79883107089,3723.5416666666665,30.0,30.0,30.0,365
DUS,146138.99999999983,73114.99999999999,73024.00000000025,25651516.999999955,12834048.00000005,12817469.000000158,2601264.0000000033,1299277.9999999965,1301985.9999999946,23050252.99999976,11534769.999999957,11515483.000000032,39.39963280973718,32.56129184824837,31.348947621006445,6965.801478932258,6085.302287581699,5576.711489227619,1384.7555555555557,969.482905982906,848.8571428571429,6414.019009748421,5745.449346405228,4932.497616449516,365
JNB,189761.999999999,94806.99999999999,94955.00000000047,25791614.99999992,12894169.000000004,12897445.99999998,13290219.999999939,6635562.999999995,6654657.000000008,12501395.000000102,6258606.000000004,6242789.000000036,54.16004744010467,36.91525699790405,32.83879519173637,7007.733597921688,4301.198359673437,3616.935246452893,3370.8423389751874,2149.3641314241313,2238.677031661149,4125.232499370174,2274.0571359731703,2338.2512213276923,365
BSB,112987.99999999854,56424.99999999981,56562.99999999994,19817424.00000015,9900651.000000017,9916772.999999998,18788452.00000004,9386957.000000032,9401495.00000006,1028972.0,513693.9999999998,515278.00000000023,43.84395766638981,39.32940129775684,30.017927350427353,7893.068157164763,7237.707881345113,5533.983754578755,7606.098112783623,6740.541652204035,5241.5541123520015,841.0096570096575,810.4763197586726,764.9515923292392,365
CJU,143000.99999999997,71530.00000000041,71470.99999999996,27618447.999999877,13811761.000000067,13806686.999999946,24297480.999999937,12151437.000000026,12146044.000000006,3320967.00000002,1660323.9999999898,1660642.99999999,32.969108669108664,18.035131535131537,18.09985014985015,6692.865778665779,3683.7921522921524,3748.5319347319346,6438.136463536464,3550.215229215229,3659.6720238095236,2258.633333333333,942.0000000000001,1704.379365079365,365
LTN,102045.99999999903,51020.99999999986,51025.00000000036,20260467.000000045,10129892.999999978,10130573.999999937,1556237.9999999953,777894.0000000005,778344.0000000002,18704229.00000005,9351999.000000069,9352229.999999987,28.48458684101533,17.19642857142857,21.89593313114648,5801.696107058247,3228.8214285714284,4263.327880012146,1084.923076923077,568.2638224520578,562.625,5459.977662533544,2879.529761904762,4263.327880012146,365
PDX,162566.99999999927,81280.99999999962,81285.99999999952,22126471.000000093,11063252.999999935,11063217.999999989,21172977.000000093,10586278.000000002,10586698.999999989,953494.0000000019,476975.00000000023,476519.0000000038,47.52199091667945,39.502598169804045,37.912075073276384,6971.649412476934,5483.678192820252,5560.9812099083365,6529.709309173723,5211.73973128179,5413.896944351897,589.0833333333333,460.9349816849815,427.0114285714287,365
BUD,113827.00000000017,56921.00000000018,56906.00000000011,22113161.000000127,11057190.999999937,11055970.000000024,0.0,0.0,0.0,22113161.000000127,11057190.999999937,11055970.000000024,30.5343033763622,19.92989441930618,23.09927757603279,6226.075152291584,4080.296695461401,4813.357415934266,0.0,0.0,0.0,6226.075152291584,4080.296695461401,4813.357415934266,365
LHW,126181.99999999987,63097.00000000005,63085.0000000002,21345061.99999998,10680884.999999953,10664177.00000003,21265614.999999974,10640993.999999953,10624621.000000034,79447.00000000003,39891.000000000044,39556.000000000015,32.06831779331779,18.356776556776556,19.23135753135753,5716.561216561217,3260.899422799423,3338.060805860806,5716.561216561217,3260.899422799423,3338.060805860806,259.66666666666663,183.0,183.0,365
MDW,154342.99999999854,77174.0000000008,77169.00000000003,24861441.00000026,12431077.99999996,12430362.999999957,23951304.000000253,11976593.999999972,11974709.99999998,910137.0000000007,454484.0,455652.9999999998,47.93209919635132,29.244444444444444,30.206675807852278,7629.792235934001,4893.777777777777,4872.104273504274,7443.688579458565,4753.777777777777,4712.782905982906,598.2,463.2027972027968,553.402426076339,365
YYC,154952.00000000023,77471.99999999964,77480.0,22724330.999999873,11361652.999999985,11362678.00000004,15480981.00000016,7740346.000000075,7740634.999999972,7243350.000000048,3621307.000000024,3622042.9999999604,40.752548236077644,21.99503124326654,27.032813152832123,5975.308451809628,3281.481649201526,3786.3840445686446,4524.793283953259,2626.5938387103092,2873.5539096453417,2609.698585205644,1704.787094099238,1715.0048598460362,365
GVA,134893.0000000005,67455.99999999975,67436.99999999991,23298567.999999873,11649228.000000052,11649339.999999981,874454.999999998,437604.0000000015,436850.999999999,22424112.999999937,11211623.999999974,11212488.999999998,35.69464285714285,20.821623802136095,19.649177166641966,6163.433333333333,3634.0934998212724,3320.1765741572995,648.8626506343898,290.0,447.0,5992.0874811463045,3630.250483046366,3169.14303670186,365
KWI,113249.99999999959,56614.99999999946,56635.000000000226,21755862.999999873,10875535.00000008,10880328.000000097,0.0,0.0,0.0,21755862.999999873,10875535.00000008,10880328.000000097,23.638731937996646,13.674287437681981,16.221870914944915,4561.3270864029855,2723.727739151114,3008.4581599446306,0.0,0.0,0.0,4561.3270864029855,2723.727739151114,3008.4581599446306,365
AEP,137497.00000000084,68593.99999999991,68902.99999999943,21770158.000000022,10858558.999999939,10911598.99999994,15181240.000000132,7561619.0000000065,7619620.999999991,6588917.99999994,3296939.999999976,3291978.000000016,29.46445803300642,17.361002791024195,15.873018084974605,4667.885247105835,2776.0472804972806,2527.8849926448806,3800.3960523136993,2187.893162393162,1975.619264344436,1460.5807591938433,856.7909200603317,848.9444444444441,365
CGQ,118098.00000000065,59054.00000000006,59043.99999999965,20521496.999999937,10262781.999999976,10258715.000000004,20143843.0,10073954.99999999,10069888.000000007,377654.000000001,188826.99999999962,188826.9999999995,31.54516317016317,18.59116439116439,18.419662282162278,5610.53499000999,3308.170202020202,3277.50545010545,5564.958383283384,3193.351404151404,3277.50545010545,382.3333333333335,299.5984015984018,266.29890109890084,365
LED,113087.99999999964,56589.99999999978,56497.99999999992,16684576.999999972,8350283.999999988,8334292.99999996,11770559.000000007,5893483.000000043,5877075.999999961,4914018.000000036,2456800.999999998,2457216.999999985,24.42515081013468,13.79675373645962,13.034188034188034,3706.764826960479,2150.7124882097714,1987.5447216670918,2934.14397323107,1594.1233349656877,1559.7942627265209,1410.7352121023227,1019.5999999999998,983.1829783120105,365
LPA,124442.9999999995,62182.00000000022,62260.99999999991,16499635.000000032,8243193.000000057,8256441.999999976,9093233.99999995,4543843.0,4549391.000000027,7406400.999999935,3699349.999999987,3707051.000000014,34.243181132592895,18.525,18.829384250584518,5359.857142857143,2837.558333333333,2810.2934869052515,2713.4879058196707,1514.6967796565323,1702.6659913984392,3932.9722222222217,2269.375,2220.7500000000005,365
SJU,125063.00000000041,62724.00000000002,62339.00000000026,16093268.000000034,8049484.000000041,8043784.000000067,100115.99999999952,49958.99999999986,50156.99999999981,15993152.000000056,7999525.000000038,7993627.000000039,40.58392857142857,22.51607142857143,24.562722432807405,4927.0567924445695,2704.5699044605076,2753.9444050573084,45.11538461538461,28.332068311195446,28.756098231719058,4897.8067924445695,2686.5699044605076,2752.0678922384805,365
MTY,116389.99999999988,57905.000000000015,58485.00000000052,19612165.999999914,9730742.99999995,9881423.000000032,16101221.00000008,8052741.000000036,8048479.999999996,3510945.000000005,1678002.00000001,1832942.999999985,26.039944124502945,15.380132581180783,22.902611011797866,4428.981235873551,2808.0125777997337,4128.23568537586,3954.243574725928,2623.5744825616384,3704.1340071884842,1422.756590468355,838.7593406593408,1061.8869903025502,365
PER,104518.9999999989,52285.00000000017,52234.000000000255,19180534.999999877,9596695.000000086,9583840.000000043,12275813.000000045,6141193.000000008,6134620.000000002,6904721.999999986,3455501.999999999,3449219.99999996,23.09221535308492,15.060057289615928,21.571166986608162,4264.863231406192,2681.7451297209363,4053.1958403030485,3391.4649321266966,2157.213109113109,3130.442016317016,1977.4735263825764,1169.0000000000005,1216.9285714285716,365
TYN,105370.0000000006,52688.99999999994,52680.99999999999,17689774.000000067,8845380.999999963,8844392.999999968,17621418.000000082,8811220.999999965,8810196.999999965,68356.0,34160.00000000002,34196.000000000015,25.566244866244865,15.497965922965921,14.895238095238096,4380.94332056832,2634.598107448108,2539.7726037851035,4380.94332056832,2634.598107448108,2539.7726037851035,201.0,180.0,196.0,365
MDE,99708.00000000087,49863.99999999986,49844.000000000466,17886886.000000127,8945016.000000019,8941870.00000005,12546182.999999994,6273722.000000063,6272460.99999999,5340703.000000012,2671294.0000000047,2669408.9999999553,24.738095238095237,14.840362136981314,14.106533793004377,4442.385689473925,2770.9574923489445,2535.321482439129,3598.109088255198,2300.2786238760623,1987.7800271257495,1658.322060734964,1081.354845154845,967.4716949716947,365
NNG,92558.00000000036,46276.999999999905,46280.99999999992,15763796.000000024,7881179.999999988,7882616.000000018,15023437.000000017,7510724.999999993,7512712.00000003,740359.0000000038,370454.9999999992,369904.0000000006,25.85157203907204,16.802109002109002,17.578843378843374,4394.86023976024,2851.2417818292815,2991.7872322122316,4255.201587301587,2851.2417818292815,2939.8309995559994,598.7500000000002,415.75912975912956,388.0,365
WNZ,90105.99999999968,45061.00000000013,45045.000000000015,15482427.999999946,7743106.999999991,7739320.999999985,14954692.999999963,7478383.999999994,7476308.999999979,527734.9999999991,264723.00000000023,263011.99999999994,24.085317460317462,14.106428293928294,14.167857142857144,4176.411657786657,2407.252380952381,2511.6015484515483,4020.7113095238096,2384.506349206349,2511.6015484515483,535.1666666666665,513.1428571428573,488.9999999999998,365
TIJ,77028.00000000023,38380.00000000013,38648.000000000065,15730218.000000017,7840204.999999949,7890013.000000062,15472505.000000045,7724132.999999974,7748372.00000007,257712.99999999756,116072.00000000009,141640.99999999854,19.636937728751523,13.107579564647875,13.09872883886579,4073.1457234921936,2630.861798770268,2663.4330848233367,3933.134669982488,2630.861798770268,2663.4330848233367,435.41935483870975,338.64377289377285,435.41935483870975,365
ESB,87981.00000000065,43978.99999999975,44002.00000000002,16327885.999999933,8162744.999999976,8165140.999999971,11960721.999999864,5979835.000000052,5980887.000000014,4367164.000000015,2182910.000000009,2184254.000000018,25.086904761904762,17.63416376907925,16.156091620797504,4680.654166666667,3290.116051921934,2992.179166666667,4180.609910308847,2674.9386601960136,2528.526185770751,2178.2032645827708,1913.763239318227,1456.4133415604,365
HOU,119423.9999999996,59708.999999999796,59714.99999999974,18531980.000000037,9265514.000000006,9266466.000000026,17441078.999999955,8721864.000000054,8719215.000000007,1090901.0,543649.9999999983,547250.9999999994,35.25847605377966,23.022222222222222,22.39133089133089,5524.158385093167,3776.0444444444443,3512.328449328449,5386.684955141477,3760.596153846154,3389.490708472166,842.3919413919413,668.0,811.0,365
BHX,83924.00000000035,41958.0,41965.99999999996,15023552.000000095,7510701.999999941,7512849.999999916,1525545.9999999942,762709.9999999952,762835.9999999965,13498006.000000058,6747991.999999965,6750013.999999923,24.26397659530012,13.513523858173205,16.042756287917577,4683.281595878782,2756.3573122671582,3093.016806722689,1157.0,600.6760461760462,646.0858585858587,4340.928205128205,2754.324229691877,2873.3830507519706,365
KRK,83130.00000000054,41568.00000000015,41561.999999999876,15042982.000000058,7522058.000000061,7520923.999999983,635028.0000000006,317542.0000000003,317486.0000000006,14407953.999999974,7204515.99999999,7203438.000000049,24.386533310393595,13.785738467793536,13.565136476426797,4489.036371471666,2624.463434604611,2570.3731208702748,426.5076923076923,313.0,293.5,4387.214149249443,2532.0896821921488,2525.763714063714,365
DMM,93297.99999999988,46499.00000000013,46798.99999999993,16922361.999999892,8418399.000000106,8503963.000000067,8135191.00000003,4065585.9999999874,4069605.000000008,8787171.000000002,4352812.999999978,4434357.999999987,20.555199887629037,12.293452380952381,11.697202355578208,3876.324185407677,2309.6775861344427,2316.7334332418277,1896.7172814113992,1095.4540423733972,1189.6,2340.016950988468,1538.299006759633,1565.2351328066502,365
SHJ,110397.00000000042,55264.00000000003,55133.00000000021,19685190.999999847,9854433.000000011,9830757.99999992,2212.0000000000005,2212.0000000000005,0.0,19682978.99999986,9852221.000000002,9830757.99999992,27.97233916410387,23.432778724543432,17.02857142857143,4999.389297043925,4202.863984136062,3046.0676109153337,35.67741935483871,35.67741935483871,0.0,4999.389297043925,4202.863984136062,3046.0676109153337,365
ZUH,92657.99999999962,46328.99999999991,46329.000000000415,15712615.999999993,7855986.00000003,7856630.000000023,15712615.999999993,7855986.00000003,7856630.000000023,0.0,0.0,0.0,22.004012654012655,12.977303252303253,13.415784215784216,3774.7554889554895,2226.09822954823,2309.5373931623935,3774.7554889554895,2226.09822954823,2309.5373931623935,0.0,0.0,0.0,365
BGY,97989.9999999997,49004.99999999999,48984.99999999999,18790402.00000023,9397822.9999999,9392578.999999925,3761708.000000005,1880111.0000000019,1881597.0000000012,15028694.000000022,7517711.999999953,7510982.000000023,27.94819994819995,14.603418803418805,14.014336917562723,5376.10303030303,2798.2,2775.6930069930067,1543.1652881169011,1142.0,970.5111111111111,4315.791804274157,2563.599130281483,2142.0,365
HFE,96665.00000000006,48331.00000000029,48334.000000000015,15442677.999999942,7720935.000000055,7721742.999999966,15061817.999999946,7530376.000000057,7531441.999999963,380859.9999999993,190558.9999999996,190300.99999999962,25.21537629037629,14.788095238095242,14.833333333333334,4148.269322344322,2410.120238095238,2381.981918081918,4104.167832167832,2410.120238095238,2381.981918081918,457.18888888888864,364.3222222222223,405.97222222222194,365
