iata,name,country,size_m_pax_2025,screen_state,listed
TFF,Tefe,BR,,too_short,True
TFN,Tenerife,ES,7.08,headroom,True
TFS,Tenerife,ES,11.51,headroom,True
TFU,TFU,,54.67,too_short,True
TGC,,MY,,not_assessed,False
TGD,Podgorica,ME,1.71,not_assessed,True
TGG,Kuala Terengganu,MY,0.7,not_assessed,True
TGI,TGI,,,not_assessed,True
TGM,Tirgu Mures,RO,,not_assessed,True
TGO,,CN,,not_assessed,False
TGT,Tanga,TZ,0.04,not_assessed,True
TGU,,HN,,not_assessed,False
TGZ,Tuxtla Gutierrez,MX,1.62,not_assessed,True
THD,THD,,1.36,not_assessed,True
THE,Teresina,BR,1.06,not_assessed,True
THL,,MM,,not_assessed,False
THQ,,CN,,not_assessed,False
THR,Tehran,IR,6.99,headroom,True
THS,Sukhothai,TH,0.09,not_assessed,True
TIA,Tirana,AL,10.71,headroom,True
TIF,Taif,SA,1.53,not_assessed,True
TIH,Tikehau Atoll,PF,0.06,not_assessed,True
TIJ,Tijuana,MX,12.82,headroom,True
TIM,,ID,,not_assessed,False
TIN,Tindouf,DZ,0.21,not_assessed,True
TIP,,,,not_assessed,False
TIR,Tirupati,IN,1.25,not_assessed,True
TIU,,NZ,,not_assessed,False
TIV,Tivat,ME,1.19,not_assessed,True
TIZ,,PG,,not_assessed,False
TJA,,BO,,not_assessed,False
TJH,TJH,,0.06,not_assessed,True
TJK,TJK,,0.15,not_assessed,True
TJL,TJL,,,not_assessed,True
TJM,Tyumen,RU,2.19,tightening,True
TJQ,Tanjung Pandan,ID,0.64,not_assessed,True
TJS,,,,not_assessed,False
TJU,,TJ,,not_assessed,False
TKD,,GH,,not_assessed,False
TKE,,US,,not_assessed,False
TKG,Bandar Lampung,ID,1.23,not_assessed,True
TKK,,FM,,not_assessed,False
TKN,TKN,,0.37,not_assessed,True
TKQ,Kigoma,TZ,0.05,not_assessed,True
TKS,Tokushima,JP,1.2,not_assessed,True
TKU,Turku,FI,0.3,not_assessed,True
TLA,,US,,not_assessed,False
TLC,,MX,,not_assessed,False
TLE,,MG,,not_assessed,False
TLH,Tallahassee,US,0.89,not_assessed,True
TLI,,,,not_assessed,False
TLK,,,,not_assessed,False
TLL,Tallinn,EE,3.4,tightening,True
TLM,Tlemcen,DZ,0.31,not_assessed,True
TLN,Toulon/Hyeres,FR,0.31,not_assessed,True
TLQ,,,,not_assessed,False
TLS,Toulouse,FR,7.76,headroom,True
TLT,,US,,not_assessed,False
TLU,TLU,,0.1,too_short,True
TLV,Tel Aviv-yafo,IL,19.17,headroom,True
TMC,,ID,,not_assessed,False
TMF,,,,too_short,False
TMH,,,,not_assessed,False
TMI,,NP,,not_assessed,False
TMJ,Termez,UZ,0.24,not_assessed,True
TML,,GH,,not_assessed,False
TMM,Toamasina,MG,0.06,not_assessed,True
TMP,Tampere,FI,0.16,not_assessed,True
TMR,Tamanrasset,DZ,0.34,not_assessed,True
TMS,Sao Tome,ST,0.21,not_assessed,True
TMU,,,,not_assessed,False
TMW,Tamworth,AU,0.17,not_assessed,True
TMX,Timimoun,DZ,0.07,too_short,True
TNA,Jinan,CN,,headroom,True
TNE,TNE,,0.25,not_assessed,True
TNG,Tangier,MA,2.82,not_assessed,True
TNH,,,,not_assessed,False
TNJ,Tanjung Pinang,ID,0.17,not_assessed,True
TNK,,US,,not_assessed,False
TNN,Tainan,TW,0.24,not_assessed,True
TNO,,CR,,not_assessed,False
TNR,Antananarivo,MG,1.3,not_assessed,True
TOE,Tozeur,TN,,not_assessed,True
TOF,Tomsk,RU,0.56,not_assessed,True
TOL,Toledo,US,,not_assessed,True
TOS,Tromso,NO,3.3,tightening,True
TOY,Toyama,JP,0.43,not_assessed,True
TPA,Tampa,US,25.48,at_ceiling,True
TPE,Taipei,TW,48.61,headroom,True
TPP,Tarapoto,PE,1.2,not_assessed,True
TPQ,Tepic,MX,0.24,not_assessed,True
TPS,Trapani,IT,0.98,not_assessed,True
TQO,TQO,,1.32,too_short,True
TQR,,IT,,not_assessed,False
TRA,TRA,,,not_assessed,False
TRC,Torreon,MX,0.81,not_assessed,True
TRD,Trondheim,NO,4.27,headroom,True
TRE,Tiree,GB,0.02,not_assessed,True
TRF,Oslo,NO,1.85,not_assessed,True
TRG,,NZ,,not_assessed,False
TRI,Tri-Cities Regional,US,0.52,not_assessed,True
TRK,,ID,,not_assessed,False
TRN,Turin,IT,4.69,headroom,True
TRO,,,,not_assessed,False
TRR,,,,not_assessed,False
TRS,Trieste,IT,1.67,not_assessed,True
TRU,Trujillo,PE,0.88,not_assessed,True
TRV,Thiruvananthapuram,IN,4.51,headroom,True
TRW,,KI,,not_assessed,False
TRZ,Tiruchirapally,IN,2.29,not_assessed,True
TSA,Taipei,TW,5.36,headroom,True
TSE,Astana,KZ,,headroom,False
TSF,Venice,IT,2.99,not_assessed,True
TSJ,Tsushima,JP,0.32,not_assessed,True
TSN,Tianjin,CN,19.13,headroom,True
TSR,Timisoara,RO,1.37,not_assessed,True
TST,Trang,TH,0.54,not_assessed,True
TSV,Townsville,AU,1.76,headroom,True
TSY,,,,not_assessed,False
TTE,,ID,,not_assessed,False
TTJ,Tottori,JP,0.48,not_assessed,True
TTN,,US,,not_assessed,False
TTQ,,,,not_assessed,False
TTT,Taitung,TW,0.22,not_assessed,True
TTU,Tetouan,MA,0.41,too_short,True
TUC,Tucuman,AR,0.85,not_assessed,True
TUF,Tours,FR,0.17,too_short,True
TUG,Tuguegarao,PH,0.38,not_assessed,True
TUI,Turaif,SA,0.09,not_assessed,True
TUL,Tulsa,US,3.71,tightening,True
TUN,Tunis,TN,7.63,tightening,True
TUO,,NZ,,not_assessed,False
TUP,,US,,not_assessed,False
TUS,Tucson,US,4.04,tightening,True
TUU,Tabuk,SA,2.87,headroom,True
TVC,,US,,not_assessed,False
TVF,,US,,not_assessed,False
TVS,,CN,,not_assessed,False
TVU,,FJ,,not_assessed,False
TVY,,MM,,not_assessed,False
TWC,,,,not_assessed,False
TWF,Twin Falls,US,0.08,not_assessed,True
TWT,Tawitawi,PH,0.18,not_assessed,True
TWU,Tawau,MY,2.32,not_assessed,True
TXE,,,,not_assessed,False
TXF,TXF,,,too_short,True
TXK,Texarkana,US,0.08,not_assessed,True
TXL,,DE,,tightening,False
TXN,,CN,,not_assessed,False
TYL,Talara,PE,0.25,not_assessed,True
TYN,Taiyuan,CN,,headroom,True
TYR,,US,,not_assessed,False
TYS,Knoxville,US,3.51,headroom,True
TZA,Belize City,BZ,,headroom,True
TZL,TZL,,0.3,not_assessed,True
TZN,,,,not_assessed,False
TZX,Trabzon,TR,3.58,headroom,True
UAK,,GL,,not_assessed,False
UAQ,San Juan,AR,0.18,not_assessed,True
UAS,,KE,,not_assessed,False
UBA,Uberaba,BR,0.08,not_assessed,True
UBJ,Ube,JP,0.92,not_assessed,True
UBN,UBN,,2.06,too_short,True
UBP,Ubon Ratchathani,TH,1.26,not_assessed,True
UCB,,,,not_assessed,False
UCT,,RU,,not_assessed,False
UDI,Uberlandia,BR,1.01,not_assessed,True
UDJ,,,,too_short,False
UDR,Udaipur,IN,1.61,not_assessed,True
UEL,Quelimane,MZ,0.05,not_assessed,True
UEO,Kume Jima,JP,0.11,not_assessed,True
UET,Quetta,PK,0.54,not_assessed,True
UFA,Ufa,RU,3.6,headroom,True
UGC,Urgench,UZ,0.83,not_assessed,True
UHS,,,,too_short,False
UIB,Quibdo,CO,0.43,not_assessed,True
UIH,Quinhon,VN,1.24,not_assessed,True
UII,,,,not_assessed,False
UIN,Quincy,US,0.03,not_assessed,True
UIO,Quito,EC,6.04,headroom,True
UIP,Quimper,FR,,not_assessed,True
UKA,,KE,,not_assessed,False
UKB,Osaka,JP,4.2,headroom,True
UKK,,KZ,,not_assessed,False
UKX,,RU,,not_assessed,False
ULG,,MN,,not_assessed,False
ULH,Al Ula,SA,0.32,too_short,True
ULN,Ulaanbaatar,MN,,not_assessed,True
ULO,,MN,,too_short,False
ULV,,RU,,not_assessed,False
ULX,,,,not_assessed,False
ULY,,RU,,too_short,False
UMB,,,,too_short,False
UME,Umea,SE,0.79,not_assessed,True
UNG,,PG,,not_assessed,False
UNK,,US,,not_assessed,False
UNN,Ranong,TH,0.13,not_assessed,True
UOL,,,,not_assessed,False
UPG,Ujung Pandang,ID,18.36,headroom,True
UPN,Uruapan,MX,0.17,not_assessed,True
URA,,KZ,,not_assessed,False
URC,Urumqi,CN,,headroom,True
URE,,EE,,not_assessed,False
URO,URO,,,too_short,False
URS,,,,not_assessed,False
URT,Surat Thani,TH,1.6,not_assessed,True
URY,Gurayat,SA,0.38,not_assessed,True
USA,USA,,0.42,not_assessed,True
USH,Ushuaia,AR,0.97,not_assessed,True
USK,,RU,,not_assessed,False
USM,Koh Samui,TH,2.61,headroom,True
USN,Ulsan,KR,0.58,not_assessed,True
USU,Busuanga,PH,0.78,not_assessed,True
UTH,Udon Thani,TH,2.09,not_assessed,True
UTN,Upington,ZA,0.07,not_assessed,True
UTP,Utapao,TH,0.34,not_assessed,True
UTT,,ZA,,not_assessed,False
UUA,,RU,,not_assessed,False
UUD,Ulan-Ude,RU,0.8,not_assessed,True
UUS,Yuzhno-Sakhalinsk,RU,1.35,not_assessed,True
UVE,Ouvea,NC,0.04,not_assessed,True
UVF,St Lucia,LC,1.04,not_assessed,True
UYL,,,,not_assessed,False
UYN,,CN,,headroom,False
UYU,,BO,,not_assessed,False
VAA,Vaasa,FI,0.17,not_assessed,True
VAI,,PG,,not_assessed,False
VAK,,US,,not_assessed,False
VAM,,MV,,not_assessed,False
VAN,Van,TR,,not_assessed,True
VAO,,SB,,not_assessed,False
VAR,Varna,BG,1.45,not_assessed,True
VAS,Sivas,TR,0.47,not_assessed,True
VBY,Visby,SE,0.32,not_assessed,True
VCA,Cantho,VN,1.09,not_assessed,True
VCE,Venice,IT,11.46,tightening,True
VCL,Tamky,VN,0.75,not_assessed,True
VCP,Sao Paulo,BR,12.55,headroom,True
VCS,Con Dao,VN,0.64,not_assessed,True
VCT,,,,not_assessed,False
VDC,Vitoria Da Conquista,BR,0.38,not_assessed,True
VDE,Valverde,ES,0.33,not_assessed,True
VDH,Dong Hoi,VN,0.52,not_assessed,True
VDM,Viedma,AR,,not_assessed,True
VDO,,,,too_short,False
VDS,Vadso,NO,0.15,not_assessed,True
VDY,VDY,,,not_assessed,True
VDZ,,US,,not_assessed,False
VEE,,US,,not_assessed,False
VEL,,US,,not_assessed,False
VER,Veracruz,MX,1.85,not_assessed,True
VEY,VEY,,,not_assessed,True
VFA,Victoria Falls,ZW,0.79,not_assessed,True
VGA,Vijayawada,IN,1.51,not_assessed,True
VGD,,,,too_short,False
VGO,Vigo,ES,1.12,not_assessed,True
VGZ,Mocoa,CO,,not_assessed,True
VHC,Saurimo,AO,0.04,too_short,True
VIE,Vienna,AT,33.18,tightening,True
VIG,,VE,,not_assessed,False
VII,Vinh City,VN,1.13,not_assessed,True
VIJ,,VG,,not_assessed,False
VIL,Dakhla,MA,0.38,not_assessed,True
VIN,,,,too_short,False
VIS,,,,too_short,False
VIT,Vitoria,ES,0.27,too_short,True
VIX,Vitoria,BR,3.62,headroom,True
VKG,Rachgia,VN,,not_assessed,True
VKO,Moscow,RU,10.18,headroom,True
VLC,Valencia,ES,11.05,headroom,True
VLD,,US,,not_assessed,False
VLI,,VU,,not_assessed,False
VLL,Valladolid,ES,,not_assessed,True
VLN,,VE,,not_assessed,False
VNO,Vilnius,LT,4.2,headroom,True
VNS,Varanasi,IN,4.21,headroom,True
VNX,Vilankulos,MZ,0.09,not_assessed,True
VOG,Volgograd,RU,0.91,not_assessed,True
VOZ,,,,not_assessed,False
VPE,Ondjiva,AO,,not_assessed,True
VPG,,KE,,not_assessed,False
VPS,,US,,headroom,False
VPY,Chimoio,MZ,0.04,not_assessed,True
VQS,Vieques,PR,0.15,headroom,True
VRA,Varadero,CU,0.78,not_assessed,True
VRB,,,,too_short,False
VRC,Virac,PH,0.11,too_short,True
VRN,Verona,IT,3.61,headroom,True
VRY,VRY,,0.02,not_assessed,True
VSA,Villahermosa,MX,1.38,not_assessed,True
VTE,Vientiane,LA,,headroom,True
VTZ,Vishakhapatnam,IN,3.14,tightening,True
VUP,Valledupar,CO,0.47,not_assessed,True
VUU,,,,not_assessed,False
VVC,Villavicencio,CO,0.28,not_assessed,True
VVI,Santa Cruz,BO,,headroom,True
VVO,Vladivostok,RU,2.97,headroom,True
VVZ,,DZ,,too_short,False
VXE,Sao Vicente Island,CV,0.36,not_assessed,True
VXO,Vaxjo,SE,,not_assessed,True
WAA,,US,,not_assessed,False
WAE,Wadi al Dawaser,SA,0.13,not_assessed,True
WAG,,NZ,,not_assessed,False
WAW,Warsaw,PL,20.94,headroom,True
WBB,,US,,not_assessed,False
WBM,,PG,,not_assessed,False
WDH,Windhoek,NA,1.15,not_assessed,True
WDS,,,,not_assessed,False
WEF,,CN,,not_assessed,False
WEH,Weihai,CN,,tightening,True
WEI,Weipa,AU,0.11,not_assessed,True
WFI,,,,too_short,False
WGA,Wagga Wagga,AU,0.27,not_assessed,True
WGN,,,,not_assessed,False
WGP,,ID,,not_assessed,False
WHA,,,,too_short,False
WHK,,NZ,,not_assessed,False
WIL,Nairobi,KE,1.38,headroom,True
WJR,,KE,,not_assessed,False
WJU,Won-ju,KR,0.23,not_assessed,True
WKJ,Wakkanai,JP,0.23,not_assessed,True
WLG,Wellington,NZ,5.26,headroom,True
WLK,,US,,not_assessed,False
WLS,Wallis Island,WF,,not_assessed,True
WMB,,,,too_short,False
WMI,WMI,,1.54,not_assessed,True
WMN,,MG,,too_short,False
WMO,,US,,not_assessed,False
WMT,WMT,,1.55,not_assessed,True
WMX,,ID,,not_assessed,False
WNA,,US,,not_assessed,False
WNH,Wenshan,CN,0.24,not_assessed,True
WNI,,,,too_short,False
WNN,,CA,,not_assessed,False
WNP,Naga,PH,0.08,not_assessed,True
WNZ,Wenzhou,CN,,tightening,True
WRE,,NZ,,not_assessed,False
WRG,,US,,not_assessed,False
WRO,Wroclaw,PL,3.61,headroom,True
WRY,,GB,,not_assessed,False
WRZ,,,,too_short,False
WST,,US,,too_short,False
WSX,,US,,too_short,False
WSZ,,NZ,,not_assessed,False
WTB,WTB,,,not_assessed,True
WTK,,US,,not_assessed,False
WTL,,US,,not_assessed,False
WUA,,CN,,not_assessed,False
WUH,Wuhan,CN,30.35,headroom,True
WUS,,CN,,not_assessed,False
WUT,,,,not_assessed,False
WUX,Wuxi,CN,,headroom,True
WUZ,,CN,,not_assessed,False
WVB,Walvis Bay,NA,0.13,not_assessed,True
WWK,,PG,,not_assessed,False
WWT,,US,,not_assessed,False
WXN,Wanzhou,CN,0.96,not_assessed,True
WYA,,AU,,not_assessed,False
XAI,,,,not_assessed,False
XAP,Chapeco,BR,0.72,not_assessed,True
XBE,,CA,,not_assessed,False
XBJ,Birjand,IR,,not_assessed,True
XCR,Paris,FR,,too_short,True
XFN,Xiangyang,CN,2.37,not_assessed,True
XGR,,CA,,not_assessed,False
XIC,Xichang,CN,1.12,not_assessed,True
XIL,,CN,,not_assessed,False
XIY,Xi'an,CN,46.23,headroom,True
XKH,,LA,,not_assessed,False
XKS,,CA,,too_short,False
XLB,,,,not_assessed,False
XMN,Xiamen,CN,28.25,headroom,True
XNA,Fayetteville,US,2.53,tightening,True
XNN,Xining,CN,,headroom,True
XNT,,,,too_short,False
XPL,,,,too_short,False
XQP,,CR,,not_assessed,False
XQU,,,,not_assessed,False
XRY,Jerez,ES,0.8,not_assessed,True
XSC,,TC,,not_assessed,False
XSP,,,,not_assessed,False
XTL,,,,not_assessed,False
XUZ,Xuzhou,CN,,tightening,True
XWA,,,,too_short,False
XZM,,,,not_assessed,False
YAB,,CA,,not_assessed,False
YAK,,US,,not_assessed,False
YAM,Sault Ste Marie,CA,0.22,not_assessed,True
YAT,,CA,,not_assessed,False
YAX,,CA,,not_assessed,False
YAY,,CA,,not_assessed,False
YAZ,,,,not_assessed,False
YBB,,CA,,not_assessed,False
YBC,,CA,,not_assessed,False
YBG,,CA,,not_assessed,False
YBK,,CA,,not_assessed,False
YBL,,CA,,not_assessed,False
YBP,Yibin,CN,2.25,not_assessed,True
YBR,,,,not_assessed,False
YBT,,,,not_assessed,False
YCB,,CA,,not_assessed,False
YCD,Nanaimo,CA,0.37,not_assessed,True
YCG,,CA,,not_assessed,False
YCO,,CA,,not_assessed,False
YCR,,,,not_assessed,False
YCS,,CA,,not_assessed,False
YCU,,CN,,headroom,False
YCY,,CA,,too_short,False
YDA,,CA,,not_assessed,False
YDF,Deer Lake,CA,0.44,not_assessed,True
YDP,,CA,,not_assessed,False
YDT,,,,too_short,False
YEG,Edmonton,CA,7.56,headroom,True
YEI,Bursa,TR,,not_assessed,True
YEK,,CA,,not_assessed,False
YER,,CA,,not_assessed,False
YES,Yasouj,IR,,not_assessed,True
YEV,,CA,,not_assessed,False
YFA,,CA,,not_assessed,False
YFB,,CA,,not_assessed,False
YFC,Fredericton,CA,0.43,not_assessed,True
YFH,,CA,,not_assessed,False
YFO,,CA,,not_assessed,False
YFS,,CA,,not_assessed,False
YGB,,,,not_assessed,False
YGG,,CA,,too_short,False
YGJ,Yonago,JP,0.81,not_assessed,True
YGK,,CA,,not_assessed,False
YGL,,CA,,not_assessed,False
YGO,,,,not_assessed,False
YGP,,CA,,not_assessed,False
YGR,,CA,,not_assessed,False
YGT,,CA,,not_assessed,False
YGW,,CA,,not_assessed,False
YGX,,CA,,not_assessed,False
YHD,,CA,,not_assessed,False
YHK,,CA,,not_assessed,False
YHM,Toronto,CA,0.31,not_assessed,True
YHO,,CA,,not_assessed,False
YHP,,,,too_short,False
YHS,,,,too_short,False
YHU,,CA,,not_assessed,False
YHY,,CA,,not_assessed,False
YHZ,Halifax,CA,4.21,headroom,True
YIA,YIA,,4.42,too_short,True
YIC,,,,not_assessed,False
YIE,,,,not_assessed,False
YIH,,CN,,headroom,False
YIK,,CA,,not_assessed,False
YIN,,CN,,headroom,False
YIO,,CA,,not_assessed,False
YIV,,,,not_assessed,False
YIW,Yiwu,CN,,tightening,True
YKA,Kamloops,CA,0.3,not_assessed,True
YKF,Kitchener/Waterloo,CA,0.37,not_assessed,True
YKG,,CA,,not_assessed,False
YKH,,,,not_assessed,False
YKL,,CA,,not_assessed,False
YKM,,US,,not_assessed,False
YKO,YKO,,0.16,not_assessed,True
YKQ,,CA,,not_assessed,False
YKS,Yakutsk,RU,1.02,not_assessed,True
YKU,,CA,,not_assessed,False
YLE,,CA,,too_short,False
YLH,,CA,,not_assessed,False
YLL,,,,too_short,False
YLW,Kelowna,CA,2.44,headroom,True
YLX,,,,too_short,False
YMM,Fort Mcmurray,CA,0.39,not_assessed,True
YMN,,CA,,not_assessed,False
YMO,,CA,,not_assessed,False
YNB,Yanbu al Bahr,SA,0.57,not_assessed,True
YNC,,CA,,not_assessed,False
YNE,,,,not_assessed,False
YNJ,,CN,,not_assessed,False
YNO,,CA,,too_short,False
YNP,,CA,,not_assessed,False
YNT,Yantai,CN,,headroom,True
YNY,YNY,,,too_short,True
YNZ,,CN,,not_assessed,False
YOC,,CA,,not_assessed,False
YOH,,,,not_assessed,False
YOL,Yola,NG,0.11,not_assessed,True
YOW,Ottawa,CA,5.45,headroom,True
YPH,,CA,,not_assessed,False
YPJ,,CA,,not_assessed,False
YPL,,CA,,not_assessed,False
YPM,,CA,,not_assessed,False
YPR,,CA,,not_assessed,False
YPW,,CA,,not_assessed,False
YPX,,CA,,not_assessed,False
YQB,Quebec,CA,2.05,headroom,True
YQC,,CA,,not_assessed,False
YQD,,CA,,not_assessed,False
YQF,,,,not_assessed,False
YQG,,CA,,not_assessed,False
YQK,,CA,,too_short,False
YQL,,CA,,not_assessed,False
YQM,Moncton,CA,0.66,not_assessed,True
YQQ,Comox,CA,0.49,not_assessed,True
YQR,Regina,CA,1.2,headroom,True
YQT,Thunder Bay,CA,0.82,not_assessed,True
YQU,,CA,,not_assessed,False
YQX,Gander,CA,0.16,not_assessed,True
YQY,,CA,,not_assessed,False
YQZ,,CA,,not_assessed,False
YRB,,CA,,not_assessed,False
YRG,,CA,,not_assessed,False
YRL,,CA,,not_assessed,False
YRS,,,,not_assessed,False
YRT,,CA,,not_assessed,False
YSB,,CA,,not_assessed,False
YSG,,CA,,not_assessed,False
YSJ,St John,CA,0.22,not_assessed,True
YSO,,CA,,not_assessed,False
YSQ,,,,not_assessed,False
YST,,,,not_assessed,False
YTE,,CA,,not_assessed,False
YTH,,CA,,not_assessed,False
YTL,,CA,,not_assessed,False
YTQ,,CA,,not_assessed,False
YTS,,CA,,not_assessed,False
YTW,,,,too_short,False
YTY,Yangzhou,CN,,tightening,True
YTZ,Toronto,CA,2.4,headroom,True
YUB,,,,not_assessed,False
YUD,,CA,,not_assessed,False
YUL,Montreal,CA,22.51,headroom,True
YUM,Yuma,US,0.19,not_assessed,True
YUS,,CN,,not_assessed,False
YUT,,CA,,not_assessed,False
YUX,,CA,,not_assessed,False
YUY,,CA,,not_assessed,False
YVB,,CA,,not_assessed,False
YVM,,CA,,too_short,False
YVO,,CA,,not_assessed,False
YVP,,CA,,not_assessed,False
YVQ,,CA,,not_assessed,False
YVR,Vancouver,CA,26.73,headroom,True
YVZ,,CA,,not_assessed,False
YWB,,CA,,not_assessed,False
YWG,Winnipeg,CA,4.35,headroom,True
YWH,,CA,,headroom,False
YWK,,CA,,not_assessed,False
YWL,,CA,,not_assessed,False
YWP,,CA,,not_assessed,False
YXC,Cranbrook,CA,0.19,not_assessed,True
YXE,Saskatoon,CA,1.55,headroom,True
YXH,Medicine Hat,CA,0.05,not_assessed,True
YXJ,,CA,,not_assessed,False
YXL,,CA,,not_assessed,False
YXN,,CA,,not_assessed,False
YXP,,CA,,not_assessed,False
YXS,Prince George,CA,0.51,not_assessed,True
YXT,,CA,,not_assessed,False
YXU,YXU,,0.33,not_assessed,True
YXX,Abbotsford,CA,1.11,not_assessed,True
YXY,Whitehorse,CA,0.55,not_assessed,True
YYA,,,,not_assessed,False
YYB,,CA,,not_assessed,False
YYC,Calgary,CA,18.62,headroom,True
YYD,,CA,,not_assessed,False
YYF,,CA,,not_assessed,False
YYG,Charlottetown,CA,0.41,not_assessed,True
YYH,,CA,,not_assessed,False
YYJ,Victoria,CA,2.11,headroom,True
YYQ,,CA,,too_short,False
YYR,,CA,,not_assessed,False
YYT,St Johns,CA,1.44,headroom,True
YYY,,CA,,not_assessed,False
YYZ,Toronto,CA,45.99,headroom,True
YZF,,CA,,not_assessed,False
YZG,,CA,,not_assessed,False
YZP,,CA,,not_assessed,False
YZR,,CA,,not_assessed,False
YZS,,CA,,not_assessed,False
YZT,,CA,,not_assessed,False
YZV,,CA,,not_assessed,False
YZY,,CN,,not_assessed,False
YZZ,,CA,,not_assessed,False
ZAD,Zadar,HR,1.6,not_assessed,True
ZAG,Zagreb,HR,5.09,headroom,True
ZAH,Zahedan,IR,0.38,not_assessed,True
ZAL,,CL,,not_assessed,False
ZAM,Zamboanga,PH,1.35,not_assessed,True
ZAT,Zhaotong,CN,0.6,not_assessed,True
ZAZ,Zaragoza,ES,0.66,not_assessed,True
ZBF,,CA,,not_assessed,False
ZBR,Chah Bahar,IR,0.33,not_assessed,True
ZBY,,,,too_short,False
ZCL,Zacatecas,MX,0.45,not_assessed,True
ZCO,,CL,,not_assessed,False
ZEL,,CA,,not_assessed,False
ZEM,,CA,,not_assessed,False
ZFL,,,,too_short,False
ZFN,,CA,,too_short,False
ZGI,,,,not_assessed,False
ZHA,,CN,,headroom,False
ZHY,,,,not_assessed,False
ZIA,ZIA,,1.75,not_assessed,True
ZIG,,,,not_assessed,False
ZIH,Ixtapa/zihuatanejo,MX,0.74,not_assessed,True
ZKE,,CA,,not_assessed,False
ZLO,Manzanillo,MX,0.25,not_assessed,True
ZMT,,CA,,not_assessed,False
ZNA,,CA,,not_assessed,False
ZNE,Newman,AU,0.59,not_assessed,True
ZNZ,Zanzibar,TZ,2.84,headroom,True
ZOS,,CL,,not_assessed,False
ZPB,,CA,,not_assessed,False
ZQN,Queenstown,NZ,2.68,not_assessed,True
ZQZ,,,,not_assessed,False
ZRH,Zurich,CH,31.2,headroom,True
ZRI,,,,not_assessed,False
ZRJ,,CA,,not_assessed,False
ZSA,,BS,,not_assessed,False
ZSE,St-Pierre,RE,,not_assessed,True
ZSJ,,CA,,not_assessed,False
ZTH,Zakinthos Island,GR,1.39,not_assessed,True
ZTM,,,,not_assessed,False
ZUH,Zhuhai,CN,12.88,headroom,True
ZVK,,LA,,not_assessed,False
ZYI,ZYI,,1.54,not_assessed,True
ZYL,,BD,,not_assessed,False
